HREF,CONAME,TEL,EMAIL,FAILMSG,BIZADD,DATE_SCRAPED 
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99430&sid=ED5D32C961A0B4E8F32CAAF79D3F5FF8,SAILCOTT (M) INTERNATIONAL SDN BHD,03 - 51319021,shaifull.naim@sailcott.com,,NO 7B JALAN ANGGERIK VANILLA X 31/X KOTA KEMUNING SHAH ALAM 40460 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96907&sid=2DCAE9131DA08B146BBC30A9400F908E,MASKULIFE SDN BHD,019 - 4549886,muhamadfaizalias@yahoo.com,,A 1136 TINGKAT 1 JLN TELUK SISEK KUANTAN  25050 PAHANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99833&sid=27C60623BC909EFC556D98153CD6D2BA,RESTORAN AL MUTTAQIN,012 - 6390845,almuttaqin_arabmenu@yahoo.com,,445F JALAN KAMARUDDIN KUALA TERENGGANU  20400 TERENGGANU,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11008&sid=42DA7A91DF9F5AF0CFD6FC5BF7A264AB,KOK CHANG TRADER SDN BHD,05 - 6911223,enquiry@kokchang.com.my,,"PLOT 104, LUMUT PORT INDUSTRIAL PARK KG ACHEH SITIAWAN 32000 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6541&sid=DD7CE8DB2A5780A6811CCEF4055CF8B7,DELIGATEAUX (M) SDN BHD,03 - 77295688,deligateaux@yahoo.co.uk,,"55A, JALAN SS22/19 DAMANSARA JAYA PETALING JAYA 47400 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73184&sid=05A6B7B2F31F4E34623DBA7820404B77,AS TENG TENG TRADING SDN BHD,04 - 7311020,ttfood1234@gmail.com,,LOT 103 JALAN TIMUR 4 KAW PERUSAHAAN MERGONG 2A 05150 KEDAH,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99932&sid=A88A2D30F8A36ED5633617C7D2C0B924,OPTIMUM FOOD MANUFACTURERS SDN BHD,017 - 6600639,optimumfoodgmp@gmail.com,,NO 25 JALAN KAWASAN LAPANG PKNS  48000 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99933&sid=89100A643BE6B46CB14875F744972AB6,INTELLIA VENTURES,011 - 28213762,shamir@intellia.co,,A-5-1 PUNCAK PRIMA JALAN SRI HARTAMAS 17 SRI HARTAMAS 50480 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96959&sid=56730695AFC6659C3EA22F585EE8D276,COOL DINING SDN BHD,017 - 6969687,chefmashad@livellouno.com.my,,165A JALAN AMINUDDIN BAKI TAMAN TUN DR ISMAIL  60000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99935&sid=A36FFAF1E4F331B6501849EA7B748838,ARTHRI (M) SDN BHD,03 - 80715275,ballan@arthri.com.my,,NO 12 JALAN BK5/14B BANDAR KINRARA PUCHONG PUCHONG 47100 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58270&sid=ADC7100AEFAA2C43D17FC85B9C90DF5D,GIFTED ICON SDN BHD,013 - 3978031,giftediconsdnbhd@gmail.com,,LOT 2-G-51 WISMA RAMPAI JALAN 45/26 TAMAN SRI RAMPAI 53300 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14865&sid=8FC66708F7E88CDD338981A3C0D105EB,PJ FOODS INDUSTRIES SDN BHD,09 - 5081565,pjf_s@yahoo.com,,"32, JALAN IM 14/6 TAMAN INDUSTRI RINGAN SEKTOR 3 BANDAR INDERA MAHKOTA, KUANTAN 25200 PAHANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100100&sid=79DD00C00425720561E33DA6E4818651,SAMAJAYA PLT,03 - 77838980,samajayaPLT@gmail.com,,NO 7 JALAN PJS 1/21A TAMAN PETALING UTAMA PETALING JAYA 46150 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99973&sid=68B3D8AB01778AED70D39F4BD2AB2002,KINGWAY FOODS INDUSTRY CO,04 - 7642915,kingway88@hotmail.com,,LOT 2799 BATU 7 1/2 JALAN TOKAI SIMPANG EMPAT ALOR STAR 06650 KEDAH,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98719&sid=E9F4AD5C876739274D1CEF2049C59FC9,ZUCCHERO TRADING,016 - 9150218,zuccherotrading@gmail.com,,NO 48-1 LORONG BATU NILAM 4B BANDAR BUKIT TINGGI KLANG 41200 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79487&sid=CB30386A471F74F173B667E12A3E9B58,SABAH SANDAKAN BIRD NEST PRODUCT SDN BHD,089 - 220029,f.y.t_95@hotmail.com,,"LOT 2B, BLOK 23 TINGKAT SATU LEBOH TIGA BANDAR SANDAKAN 08000 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98690&sid=49C39F3E5F63374C74CD49B0FE0CEC94,JUZZ IZWANIE SHOPPE,013 - 2982506,jujuzzizwanie@gmail.com,,NO 26 JALAN AU 2A/13 TAMAN SRI KERAMAT 54200 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13106&sid=FF736261379B21953194C6B34F8759C8,FEDERAL OATS MILLS SDN BHD,04 - 3332711,yiwen_ng@fom.com.my,,"4826-A, MAK MANDIN INDUSTRIAL ESTATE PERMATANG PAUH ROAD BUTTERWORTH 13400 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98740&sid=B783D4B75B6E6C28ADE6CCCB90FF833C,CHOON CHOOI FOODSTUFFS INDUSTRY,012 - 4841678,bkloh7@gmail.com,,PELOT 1019 JALAN MAKMUR 3/7 KAWASAN INDUSTRY SUGAI SELUANG KULIM LUNAS 09600 KEDAH,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69219&sid=F9124A209BBA38F89879CFB36B8BD0D5,HEERA FOOD INDUSTRIES SDN BHD,019 - 8626704,heerasnack@yahoo.com,,"LOT 6, LOK KAWI INDUSTRIAL ESTATE OLD PAPAR RD KOTA KINABALU 88992 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2958&sid=985D6DEBE98F5FD7C5EE1E4A91E5DA14,CHIN CHANG SDN BHD,088 - 422898,chinchangsb@yahoo.com,,"SD5, BDC INDUSTRIES ESTATE JALAN KOLOMBONG, INANAM KOTA KINABALU 88810 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98738&sid=CDB596C3F65477CD6BDA382BB49AFE4D,JDB FOOD ENTERPRISE,04 - 5930367,ktwong69@yahoo.com,,NO 33 JALAN IDAMAN PERMAI 14300 NIBONG TEBAL PULAU PINANG 14300 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98399&sid=3F39197A33745C88CB286C1330F4FF35,RAKAN RIA ENTERPRISE,019 - 2567228,rakanria@gmail.com,,NO 33 JALAN BANDAR 3 TAMAN MELAWATI ULU KELANG 53100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100679&sid=B28E781EAEFFFB6F53073DFFC161FD6F,EMPEROR FOOD INDUSTRIES SDN BHD,03 - 32910896,kelvin_emperorfood@yahoo.com,,NO 32 JALAN PENGASAH 3 BATU 4 JALAN KAPAR KLANG 42100 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41645&sid=29B13D8CAF241403F861D9D7235E32A9,CB FROZEN FOOD SDN BHD,03 - 61363289,wendy@cbfrozen.com,,"18 & 20, JALAN SU 28 TAMAN INDUSTRY SELAYANG UTAMA 68100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15027&sid=BDDBD4742FD3ECBA1F21041A2126429D,RAFULIN VENTURES SDN BHD,03 - 56123888,duglas@rventures.com.my,,"W-7-2, LEVEL 2, WEST WING SUBANG SQUARE BUSINESS PARK JALAN SS15/4G, SUBANG JAYA 47500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98947&sid=7C0E82E774A3A4E4D2180674D8EBF54D,DUO LIFE ENTERPRISE,03 - 61518283,info@duolife.my,,B1-3A-9 JALAN TEKNOLOGI 2/1C SIGNATURE PARK KOTA DAMANSARA PETALING JAYA 47810 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65130&sid=DAC950BFA743D066884D7547A24EF0F2,ACE TECH TRADING,016 - 3390836,info@acetech.com.my,,"LOB 4, LEVEL 6 PORT KLANG FREE ZONE 42920 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82966&sid=E8215826B6F27E6C74AA57E928A83C2D,AGRICORE CS SDN BHD,04 - 5057733,general@agricore.com.my,,"PLOT 122, JALAN PERINDUSTRIAN BUKIT MINYAK 2 KAW PERINDUSTRIAN BUKIT MINYAK, MK. 13 BUKIT MERTAJAM 14100 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100702&sid=7E429F77C09E9C153A165F965DF45DC8,AI KENCANA SDN BHD,03 - 91072273,ai.kencanasdnbhd@gmail.com,,NO B-2-7A JALAN 12/144 A TAMAN BUKIT CHERAS 56000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100700&sid=D3C2B62ED0C43CB60568C5F423BE38B9,AZ-ZAHRAH WELLNESS CENTRE SDN BHD,03 - 89123636,wellness@azzahrah.my,,36-G-1 MEDAN PUSAT BANDAR 1 SEKSYEN 9 BANDAR BARU BANGI 43650 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100767&sid=2A3D566BBBEFAAEA8931318529963FAA,FIRSTLEAD INDUSTRY SDN.BHD,019 - 8340412,fireza1910@gmail.com,,NO 68-1 (GROUND FLOOR) JALAN DATO MAHARAJA LELA KUALA KANGSAR 33000 PERAK,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72177&sid=DDBEC936BC7327CE5B220E48765E8A84,GHONIYYUN SDN BHD,04 - 3562645,azmana99@gmail.com,,60 LORONG SUNGAI DUA UTAMA 1 TAMAN SUNGAI DUA UTAMA BUTTERWOTH 13800 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100752&sid=23CA0D32DB018DD1ADBA020A2F39607D,FJ SWIFTNEST GLOBAL SDN. BHD,03 - 42177052,fidaiyjapelus.swiftnest@gmail.com,,A-13A-06 APT SRI AMPANG JALAN DAGANG B/5 TAMAN DAGANG 68000 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85942&sid=73472B204C9DD3E9C03C98C9DCEC16B0,NJ HEALTHY SNACKS ENTERPRISE,017 - 6086856,uptrendakses@gmail.com,,"120, JALAN PEGOH BARU 1 TAMAN PEGOH BARU PULAU SEBANG ALOR GAJAH 78000 MELAKA",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100794&sid=F2C38BE80EF443F90846801C6154BDB8,MISZ OVEN ENTERPRISE,013 - 5937585,miszoven2014@gmail.com,,"NO. 25, JALAN SELAYANG SATU 27/27A SEKSYEN 27 SHAH ALAM 40400 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100782&sid=A959CEE4ACD5492A1AD87933002EC0A6,PREMIUM BUBBLE CAFE,019 - 3397107,bubblecafemalaysia@gmail.com,,NO 7 JALAN BAYU PERMAI 5 TAMAN BAYU PERMAI RAWANG 48000 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100764&sid=CE05B61F711F2631E5468C71757E29B9,CHINA TEA INTERNATIONAL SDN BHD,03 - 21103309,info@chinatea.my,,LOT 3 & 4 1ST FLOOR SUN COMPLEX JALAN BUKIT BINTANG 55100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100290&sid=9295C120AD84731541C453E389F0C90B,EVER NUTRI ENTERPRISE SDN BHD,012 - 7706456,evernutri4447@gmail.com,,33 JALAN HANG KASTURI 20 TAMAN SKUDAI BARU JOHOR 81300 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42778&sid=41244EF32B1EFF5F2018F671BA773B21,THE CHOCOLATE EFFECT SDN BHD,06 - 6329488,info@chocolate-effect.com,,"588, WISMA MALPROC GROUND FLOOR, JALAN HARUAN 4/8 OAKLAND CORMERCIAL CENTER, SEREMBAN 70300 NEGERI SEMBILAN",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11401&sid=01A588FC2E32B6097B3094D5A02E090A,REGION FOOD INDUSTRIES SDN BHD,03 - 31692888,farrah@rfisb.com.my,,"6, JALAN GERUDI 1 OFF JALAN PELABUHAN KLANG PORT KLANG 42000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2320&sid=BECBD6CC5648183C7A2CC017A91472CE,KART FOOD INDUSTRIES SDN BHD,603 - 6145789.,hidayah@ffmb.com.my,,LOT 2 JALAN PERIGI NENAS 6/1KS 11 TAMAN PERINDUSTRIAN PULAU INDAH PULAU INDAH 42920 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3712&sid=91A61DD15398570BFBE09C8D381090D7,MH MOHD INDUSTRIES SDN BHD,09 - 7194475,info@mhmohd.com,,"LOT 2964, KG PALOH JALAN MORAK, WAKAF BHARU TUMPAT 16250 KELANTAN",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100045&sid=8D28C1C7A3684F72958F20B3658CD364,EVERGREEN RESOURCES & MANAGEMENT,09 - 4260269,emadilla@yahoo.com,,LOT F INDUSTRI ASAS TANI TANAH PUTIH PEKAN 26600 PAHANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64283&sid=DDAFECCC038A8047569D3A2D69F67FAA,FLAVO BLITZ SDN BHD,04 - 4225076,info@flavoblitz.com,,"77, LORONG SUNGAI TUKANG 2 KAW PERUSAHAAN SUNGAI TUKANG SUNGAI PETANI 08000 KEDAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52614&sid=55FE97742C20BE4188ED9A6D4F96368D,DE FIRST FOOD MANUFACTURING (M) SDN BHD,03 - 61361128,wendy@defirstfood.com,,"1, JALAN SU 26 TAMAN INDUSTRY SELAYANG UTAMA BATU CAVES 68100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100509&sid=9799CD7315E0FA658C300FAD1E527B6F,MOMMA INDUSTRIES SDN BHD,03 - 89220649,momma.industries@gmail.com,,6-25-3 TINGKAT 2 JALAN MEDAN PUSAT BANDAR 8A BANGI SENTRAL BANDAR BARU BANGI 43650 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44055&sid=2CBF6572E0110AA5073CC3B434264694,SHIDAWIE SDN BHD,012 - 7269544,shidawie@yahoo.com,,"LOT 144, MELAKA HALAL HUB SERKAM  77300 MELAKA",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100531&sid=F6806C33898943919546194FFC799260,ARDA-TEK HARVESTING SDN BHD,04 - 4255152,ardatek_harvesting@yahoo.com,,"NO.4, LORONG SUNGAI TUKANG 1/1 KAWASAN PERUSAHAAN SUNGAI TUKANG SUNGAI PETANI 08000 KEDAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100529&sid=26E982A0DF0988BFEDB29C5C146FEC24,GROFRESH TRADING SDN BHD,012 - 3288601,exaproglobal@gmail.com,,NO 40-2 JALAN DAMAI UTAMA2 TAMAN DAMAI UTAMA PUCHONG 47180 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100098&sid=F9F3172517B563957CD132AD8C82284A,PERUSAHAAN MAKANAN DWI MAKMUR SDN BHD,09 - 2773633,dwimakmur3030@gmail.com,,NO A79 A80 JALAN TAMAN RIMBA TAMAN RIMBA MENTAKAB 28400 PAHANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82873&sid=F6DF903F7C2358368BF2D98BE7C786EE,MAGOYA GLOBAL SDN BHD,05 - 2828862,magoyaglobal@yahoo.com,,"7 LORONG KLEDANG 7 TAMAN RASI, MENGLEMBU 31450 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100652&sid=284063ABD514EF23F6BC599D33A7C865,SYARIKAT HASSAN MAJID SDN. BHD.,09 - 6301568,capbungarose@gmail.com,,158-A KEDAI KEPONG KUALA TERENGGANU 20050 TERENGGANU,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95882&sid=02AB383E8F61F610BE897C3BE4AE44A4,ADAMAYA CONSULTANCY AND SERVICES SDN BHD,03 - 21829749,adamayaconsultancyservices@gmail.com,,LEVEL 16 PAVILLION TOWER JALAN RAJA CHULAN 50200 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100552&sid=810117C2FDCCC3A401A15EA9576100D7,COSMO INGREDIENTS (M) SDN BHD,03 - 51222117,ben.lian@horecafood.com.my,,11 JALAN ANGGERIK MOKARA 31/59 KOTA KEMUNING  40460 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88053&sid=2E798634D4DFD9779EF2CCD1C6CF62FA,JOWICO SDN BHD,07 - 3863241,jowico@central-vista.com,,23 JALAN BUKIT 1 KAW MIEL BANDAR SERI ALAM MASAI 81750 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93987&sid=2B8F844870D8050E53A7C3273DB83BB3,FUTURE PAGE,016 - 5477796,futurepage88@gmail.com,,NO 42-1 LALUAN KLEBANG RESTU 2 MEDAN KLEBANG RESTU CHEMOR 31200 PERAK,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93949&sid=AB6741240D5FACEABD12AB215C6BBBBD,PENANG MEDIUM ENTREPRENEUR CONSORTIUM COOPERATIVE LTD,019 - 4124234,nzuraini@insaphoto.com,,17 TINGKAT 1 JALAN USAHAWAN 1 PUSAT PERNIAGAAN DATO' KAILAN KEPALA BATAS 13200 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93784&sid=545BBB58B66D33962D546940DE07D1FE,CAPITALCO SDN BHD,019 - 8231443,sapptawau@gmail.com,,MDLD 3677 1ST FLOOR LOT 12 COMMERCIAL CENTRE JALAN KIAM BANG LAHAD DATU 91100 SABAH,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83444&sid=696AAE49C8ACBA864973B657CB18D325,HERITAGE FOOD NETWORK,03 - 74991169,daryl@heritagefoodnetwork.com.my,,"C-G01, PERDANA EXCLUSIVE CONDO 15 JALAN PJU8/1 DAMANSARA PERDANA 47820 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94102&sid=751128B419A2F930B3FE04480E907BCA,PEDAS HALAL PARK DISTRIBUTION SDN BHD,06 - 6854340,ceo@halalhubdistribution.com,,ARAS 1 HALAL ENTREPRENEUR CENTRE PEDAS HALAL PARK 71400 REMBAU 71400 NEGERI SEMBILAN,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94388&sid=A5C09F9BFBD79688726AECC8FE1DF1EC,GLOBAL FOOD RESOURCES,03 - 62620600,global.malaysia@yahoo.com,,72 JALAN BELIAN KEPONG BARU  52100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94353&sid=B23B644E8D717432AF15B10EE12C754E,ERAWAN EXPORT SDN BHD,016 - 5577269,erawandreamz@gmail.com,,3B BLOCK B MAWAR APARTMENT GOH TONG JAYA GENTING HIGHLANDS 69000 PAHANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70595&sid=3194422B91F11E24792BF3928B70E838,BAN SENG HUP KEE SDN BHD,012 - 3089957,jesse.lavien@gmail.com,,76 JALAN TUN H.S LEE   50000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82241&sid=C3397147031F60C10C061C197C1A0B95,AREMGO GLOBAL SDN BHD,013 - 3400098,captr866@gmail.com,,302B LORONG PERAK MELAWATI SQUARE TAMAN MELAWATI 53100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53663&sid=5DFA1FA5F1708B3B605862729A8CE339,GREEN BORNEO INDUSTRIES SDN BHD,088 - 499078,Elifewater2@yahoo.com.my,,"NO. 9, JALAN 1 F, KKIP SELATAN INDUSTRIAL ZONE 4(IZ4) KKIP KOTA KINABALU 88460 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13010&sid=94A57DA6F99D39ADCC389F7E16365E57,G-TACHFOOD INDUSTRIES SDN BHD,07 - 8615140,gialee97@gmail.com,,"24 & 26, JALAN ISTIMEWA 5 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42299&sid=6161AA6671D2A82DBB0808FADA6B8472,BIO GREENO SDN BHD,03 - 80637889,biogreeno@gmail.com,,"58, JALAN PUTERI 2/4 BANDAR PUTERI PUCHONG 47100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89065&sid=377C818B2BECFD8FCDB7290A392DFD68,OSMT ENTERPRISE,017 - 3681819,osmtmalaysia@gmail.com,,1699 TAMAN TKK BT 3 1/2 JLN PANTAI 71050 NEGERI SEMBILAN,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64518&sid=4E1732B4BFFC7165E93DDDCF947EA514,DAREO FOOD SDN BHD,04 - 5059335,zamzurina@dareofood.com,,"2, LEBUH KOTA PERMAI 2 TAMAN KOTA PERMAI BUKIT MERTAJAM 14000 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3483&sid=91506C47918B404A4CB3E95D0BDD7D08,STANCODEX SDN BHD,03 - 61561391,info@stancodex.com,,"16, JALAN TEKNOLOGI 3/1 SECTION 3 KOTA DAMANSARA 47810 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78870&sid=131CFDC2502D3724625A4C0F944E6084,KAISHUN INTERNATIONAL SDN BHD,03 - 51921920,kaishun.int@gmail.com,,"3, 2ND FLOOR LORONG 8/1D PETALING JAYA 46050 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92774&sid=581B794E593F6D00F2E3D30FF17DC402,LIM SING SEA PRODUCTS TRADING SDN BHD,019 - 2744502,limsingsea@gmail.com,,NO 2 JALAN 48 SELAYANG BARU BATU CAVES 68100 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92769&sid=E0A9A6368D9D96BBF638E8E052AA6018,KOPERASI WARISAN SALAM SELANGOR BERHAD,03 - 77339339,kopwssb@gmail.com,,"UNIT 518, 5TH FLOOR, BLOCK A, LOBBY 4, DAMANSARA INTAN, NO1,JALAN SS20/27, PETALING JAYA 47400 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92788&sid=DAD58A552DBF1A548806DFF3E167489C,EIRRA ENTERPRISE,06 - 6775091,eirraent@gmail.com,,NO. 358 TINGKAT 1 TAMAN BUKIT EMAS 70450 NEGERI SEMBILAN,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92858&sid=6515ED43D7976679B8FD500CBF188B66,POPWAGON INTERNATIONAL SDN BHD,012 - 3687420,kenneth.popwagon@gmail.com,,46-3 JALAN PJU 5/20D THE STRAND KOTA DAMANSARA PETALING JAYA 47810 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92908&sid=2D9FEEC2EB451BA95FFB1DA51B791210,WESLEY WILD HONEY SDN BHD,03 - 77335917,wesleyswildhoney@gmail.com,,19 JALAN SS21/56B DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83874&sid=EEC12C400234905A279470DB4FC18BE2,SUMPTUOUS DESSERTS SDN BHD,03 - 61881272,afiq@farekna.com,,NO.1 JALAN SEKOLAH GOMBAK SETIA 53100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92260&sid=B1D256D9681ED1E0379FD448731ADDF1,PACIFIC OCEAN,012 - 8196677,ppsbtwu@gmail.com,,K3-0 CYBER CITY APARTMENT PHS 2 JLN LINTAS KG SUNDOUW KEPAYAN PENAMPANG 88200 SABAH,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36369&sid=B474CB33CF465E176A5FF550A1B0A8C7,GREENWELL OLEOCHEMICALS SDN BHD,03 - 78468625,khtan@greenwell.com.my,,"NO.18 JLN BULAN BT U5/BT, SEKSYEN U5  SHAH ALAM 40150 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5972&sid=F239AAF1036B97A744A0125573439FD2,MUI HIONG FOODSTUFF & CO,082 - 336884,info.muihiong@gmail.com,,"LOT 2174, JALAN LOJI, PENDING INDUSTRAIL ESTATE, KUCHING 93350 SARAWAK",'2017-08-02
