EMAIL,HREF,FAILMSG,CONAME,DATE_SCRAPED,TEL,BIZADD 
rooiboscafe@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99162&sid=561B45773C7D935BDFA9C5BC5E718605,,ROOIBOS MANUFACTURING & MARKETING SDN BHD,'2017-08-02,03 - 78598640,D-5-08 CAPITAL 4 OASIS SQUARE NO 2 JALAN PJU 1A/7A ARA DAMANSARA PETALING JAYA 47301 SELANGOR
joanne@troisinternational.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84206&sid=02F585823C32AAF9759C6B331512F3E1,,TROIS PACIFIC SDN BHD,'2017-08-02,03 - 56141222,5 JALAN SERENDAH 26/40 KAW PERINDUSTRIAN HICOM SECTION 26 SHAH ALAM 40400 SELANGOR
joshua.sew@jocom.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99215&sid=9FF01182AFB8FBF7AD98BD52FD32580C,,JOCOM MSHOPPING SDN BHD,'2017-08-02,03 - 22416637,UNIT 9-1 LEVEL 9 TOWER 3 AVENUE 3 BANGSAR SOUTH 8 JALAN KERINCHI 59200 KUALA LUMPUR
cepoh@tongee.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88029&sid=1C5C46F0755F7C0A2268DF7C3A0791B3,,TONGEE TRADING SDN BHD,'2017-08-02,03 - 62531111,3 JALAN SEGAMBUT PUSAT SEGAMBUT INDUSTRIAL AREA 51200 KUALA LUMPUR
joankhh@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11012&sid=D02B93C7027A442DBD2F8A7D6B1627A2,,K.H.H. DOUBLE LION FRUIT JUICE MANUFACTURING SDN BHD,'2017-08-02,03 - 62757306,"LOT 50, JALAN E 1/2, INDUSTRIAL AREA TAMAN EHSAN KEPONG 52100 KUALA LUMPUR"
hchemmarketing@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99713&sid=C69FE98E1E9A1EA5CB23812AC216FD9F,,FOREST BIRDNEST HOUSE SDN BHD,'2017-08-02,03 - 80510693,LOT TC-05 2ND FLOOR THE CUBE JALAN PUTERI 7/13A BANDAR PUTERI PUCHONG 47100 SELANGOR
midahifa@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99611&sid=7600C23CCE165139D0A3A3A10EBE38E6,,HIFA HOLDINGS SDN BHD,'2017-08-02,03 - 92875162,2-6-3 QUEEN AVENUE JALAN BAYAM OFF JALAN PEEL  51200 KUALA LUMPUR
sales@eraherbal.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99684&sid=24689397BFF9291454271B1F60511BAC,,TAC HEALTH FORMULAS SDN BHD,'2017-08-02,03 - 61561101,LOT 2218 KAMPONG JAYA INDUSTRIAL AREA JALAN KUSTA SUNGAI BULOH 47000 SELANGOR
CSBRANDS70@GMAIL.COM,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93890&sid=1E4AFC61C54F7A0486B15ED50AEF9E34,,LCCT FOOD & BEVERAGE MAUFACTURING SDN BHD,'2017-08-02,03 - 32907822,NO 2 JALAN SUNGAI KERAMAT 2 JLN KLANG UTAMA KLANG 42100 SELANGOR
nsnaga_gst@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99195&sid=DE952DB98B33731021E7F429A04E2D09,,NS NAGA (M) SDN BHD,'2017-08-02,03 - 51924718,NO 62 JALAN PUTERI 5/8 BANDAR PUTERI  47100 SELANGOR
al_tasnim10@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66713&sid=12812460EA278665CC3DB6070A51C288,,AL TASNEEM SINAR SDN BHD,'2017-08-02,01 - 94884569,"BLOK A LOT 1,3&4 KAW PERINDUSTRIAN MARA KUALA PERLIS 02000 PERLIS"
muazmaju@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99795&sid=7E41BD28FFE3DA87C47B9DC0C5D5DE4F,,MUAZ MAJU SDN. BHD,'2017-08-02,09 - 6230078,NO 447-C TINGKAT 1 JALAN KAMARUDDIN KUALA TERENGGANU 20400 TERENGGANU
lwng@sky-resources.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99811&sid=9F1C9738F6106A9024DB25DE8DD5BAB0,,SKY NUTRACEUTICALS SDN. BHD.,'2017-08-02,04 - 5016818,"LOT4397 (PT397) JALAN PERNDUSTRIAN BUKIT MINYAK 7, KAWASAN PERINDUSTRIAN BUKIT MINYAK MK 13 BUKIT MERTAJAM 14100 PULAU PINANG"
shamir@intellia.co,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99933&sid=89100A643BE6B46CB14875F744972AB6,,INTELLIA VENTURES,'2017-08-02,011 - 28213762,A-5-1 PUNCAK PRIMA JALAN SRI HARTAMAS 17 SRI HARTAMAS 50480 KUALA LUMPUR
myproductsbtg@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99917&sid=F01AFB4411BFB61CD4E74D87F307C223,,MY PRODUCTS (BENTONG) SDN BHD,'2017-08-02,09 - 2232016,NO P-14-1 & P-14-2 JALAN CHUI YIN  28700 PAHANG
hii.nancy@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99936&sid=FDFF90F991900196B1043296DF43EF97,,HUNG HIIK HOLDINGS SDN BHD,'2017-08-02,03 - 77321861,UNIT 12-02 FIRST FLOOR JALAN PJU 8/5E DAMANSARA PERDANA PETALING JAYA 47820 SELANGOR
info@kjinco.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60118&sid=F6A9D2067BB8D14B46F1E15F985047C0,,KJI & CO SDN BHD,'2017-08-02,03 - 79839133,"LEVEL 1 NO 19, JALAN KUCHAI MAJU 8, OFF KUCHAI LAMA 58200 KUALA LUMPUR"
limsooaun96@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87315&sid=73E1F874CED4D37101946A67FAA9AC99,,KILANG KOPI CHIANG CHUN,'2017-08-02,03 - 32918144,"LOT 6527, BATU 5.1/2 JALAN KAPAR KLANG 42100 SELANGOR"
fauziahhussain79@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100308&sid=ACD195C4000CCBA7D129EB475A4C71F0,,MEQ MILLION SDN BHD,'2017-08-02,012 - 4007401,NO 6C-C PUSAT KOMERSIAL ARA AMPANG AMPANG 68000 SELANGOR
p_winery@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51094&sid=9BEABFF047F1D0DD995C0E88DB87B92C,,PELICAN WINERY (M) SDN BHD,'2017-08-02,03 - 33230858,"LOT 2596A, JALAN GENDANG / KS2 TMN. PERINDUSTRIAN KLANG JAYA KLANG 41200 SELANGOR"
wuiming3333@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10283&sid=84FC3EE9A54A6CA11BA25CAAED05BD74,,USAHA JAYA BEVERAGES SDN BHD,'2017-08-02,03 - 80622595,"22A, LORONG SUNGAI PULOH 1A/KU6, TAMAN TEKNOLOGI GEMILANG, KWSN PERINDUSTRIAN SG PULOH, 42100 KLANG 42100 SELANGOR"
kklam@waterworld.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82390&sid=C41BD410817BE3CBBFAEBC277492C084,,WATERWORLD NETWORK SDN BHD,'2017-08-02,09 - 5398872,"2 & 4, JALAN JAYA GADING 2 KAW INDUSTRI JAYA GADING KUANTAN 26070 PAHANG"
othman_mat@izzynezs.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94801&sid=131CF98244167DE8EB405FCC24F54FEE,,IZZY NEZS SDN BHD,'2017-08-02,013 - 4375244,D-8-3A SUNWAY NEXIS NO1 JALAN PJU 5/1 DATARAN SUNWAY PETALING JAYA 47810 SELANGOR
yanti@e-beauty.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89893&sid=EBBB5D11D000CD5C55FF7C33FB3DD58C,,Q & Z FOOD & SUPPLEMENT INDUSTRY SDN BHD,'2017-08-02,03 - 80621988,3RD FLOOR JLN PPU 1A TAMAN PERINDUSTRIAN PUCHONG UTAMA 47150 SELANGOR
zamrippub@yahoo.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100528&sid=18C4810D63E886C9D6C1751C7FADF669,,IMAN KASIH RESOURCES(M) SDN BHD,'2017-08-02,017 - 3461492,NO 13 IKS KEDA SUNGAI BONGKOK  08300 KEDAH
kbyagrotek@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44655&sid=902397AC11F0A430319E33977AB8B392,,KBY AGROTEK,'2017-08-02,09 - 7521336,"LOT 41, PETI SURAT 858 KAMPUNG BANGGOL PAK ESAH PASIR PUTEH 16800 KELANTAN"
qag_2010@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100497&sid=2FE628238A31C4315F264CDF5793D7FA,,GEOSPERT SDN. BHD.,'2017-08-02,017 - 9830301,NO 34 TAMAN CHUKAI INDAH JALAN HJ WAN NGAH KG KUBANG KURUS CHUKAI 24000 TERENGGANU
healthcents2u@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100498&sid=5DDB29EBB3DC71D954C22603AF857441,,HEALTHCENTS MARKETING,'2017-08-02,06 - 6774036,56-1 JALAN KOMERSIAL SENAWANG 7 TAMAN KOMERSIAL SENAWANG SENAWANG 70450 NEGERI SEMBILAN
exaproglobal@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100529&sid=26E982A0DF0988BFEDB29C5C146FEC24,,GROFRESH TRADING SDN BHD,'2017-08-02,012 - 3288601,NO 40-2 JALAN DAMAI UTAMA2 TAMAN DAMAI UTAMA PUCHONG 47180 SELANGOR
myexpo.matrade@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86113&sid=D619BDB7F77AF6C63A560E2557776482,,1AGARWOOD SOLUTION SDN BHD,'2017-08-02,012 - 7993663,18-2 JALAN 2/114 KUCHAI BUSINESS CENTRE OFF JALAN KLANG LAMA 58200 KUALA LUMPUR
suhailumar.marketing@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100657&sid=F5CCA05D6C95BE10E08EF97DE6081C63,,SUHAIL UMAR MARKETING,'2017-08-02,011 - 32027699,B-16-3A BLOCK B SAVILLE@MELAWATI 2 JALAN KOLAM AIR DESA MELAWATI SETAPAK 53100 KUALA LUMPUR
behnam_farjadian@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100678&sid=AA435224C3057F24666C5B21DF5F1576,,CITRINE DAWN SDN BHD,'2017-08-02,017 - 3270868,1ST FLOOR LOTS 9195-9201 BLK 26 MUARA TUANG LAND DISTRICT KOTA SAMARAHAN 94300 SARAWAK
gkforestbee@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100696&sid=6D8F1B39246CC9926F20AE85B9828C7B,,GK FOREST BEE ENTERPRISE,'2017-08-02,019 - 7730552,17 JALAN PERMAS 11/15 BANDAR BARU PERMAS JAYA MASAI 81750 JOHOR
puahes_sam@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56432&sid=BD7C9F77405C4895B7737ECAAD41817D,,PAVILION PRODUCTS (M) SDN BHD,'2017-08-02,07 - 3551561,"5, JALAN ANGGERIK 36 TAMAN JOHOR JAYA JOHOR BAHRU 81100 JOHOR"
fidaiyjapelus.swiftnest@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100752&sid=23CA0D32DB018DD1ADBA020A2F39607D,,FJ SWIFTNEST GLOBAL SDN. BHD,'2017-08-02,03 - 42177052,A-13A-06 APT SRI AMPANG JALAN DAGANG B/5 TAMAN DAGANG 68000 SELANGOR
jimme.wong@supergroupltd.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100766&sid=D9BFE1CC909798232D5EB71C6BCF2D94,,SUPER FO SDN BHD,'2017-08-02,07 - 3886868,LOT 7648 JALAN PERMAS BARAT MUKIM PLENTONG MASAI 81750 JOHOR
info@chinatea.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100764&sid=CE05B61F711F2631E5468C71757E29B9,,CHINA TEA INTERNATIONAL SDN BHD,'2017-08-02,03 - 21103309,LOT 3 & 4 1ST FLOOR SUN COMPLEX JALAN BUKIT BINTANG 55100 KUALA LUMPUR
dragonbrand55@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57890&sid=87C0FA34BC32E5B5E650D7855B311E8B,,DRAGON BRAND BIRDNEST SDN BHD,'2017-08-02,082 - 235512,NO.40 MAIN BAZAAR KUCHING SARAWAL 93000 SARAWAK
ng@bio-nutricia.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98340&sid=2E776137B8B4FCBB7FE2AD52499FE812,,BIO-NUTRICIA MANUFACTURING SDN BHD,'2017-08-02,03 - 61568363,"37, 39, 41 & 56 JALAN TSB 1 KOTA DAMANSARA 47000 SELANGOR"
zaini@farmersriver.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58044&sid=9BC022B08EF6E7F849B9C78C8CE26D58,,FARMERS RIVER INTERNATIONAL SDN BHD,'2017-08-02,04 - 4413341,"19, 1ST FLOOR, LENGKOK CEMPAKA 1 PERSIARAN CEMPAKA, BANDAR AMANJAYA SUNGAI PETANI 08000 KEDAH"
nadia@hybridnutrilab.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100793&sid=B5B1F020CA398192EB1A307513C31C59,,HYBRID NUTRILAB SDN BHD,'2017-08-02,03 - 61436569,49-G JLN NAUTIKA BU 20/B SECTION U20 PUSAT KOMERSIAL TSB SG BULOH 40160 SELANGOR
phyllis@maxmaster.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61409&sid=B3CCEFC5A39993976DA9AF0EECEBB565,,MAXMASTER INDUSTRY SDN BHD,'2017-08-02,03 - 32902298,"LOT 6787, JALAN MERBAU, BATU 6 3/4, JALAN KAPAR KAPAR KLANG 42200 SELANGOR"
mtcadvance@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44228&sid=C820CD94A14B04A193CE0CE74E4D0223,,MTC ADVANCE MARKETING SDN BHD,'2017-08-02,04 - 5305001,"3, LORONG PERDA UTAMA 8 BANDAR PERDA BKT MERTAJAM 14000 PULAU PINANG"
info@nutrifres.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8030&sid=DEF1D07D590620B954DCCC03352F39ED,,NUTRIFRES FOOD & BEVERAGES INDUSTRIES SDN BHD,'2017-08-02,03 - 78454968,"4,6 & 8, JALAN BULAN U5/166 BANDAR PINGGIRAN SUBANG SECTION U5, SHAH ALAM 40150 SELANGOR"
biofresh@yahoo.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80223&sid=AC94015F83228E1D127C7F0408A496D8,,BIOFRESH WELLNESS SDN BHD,'2017-08-02,07 - 5207737,"23, JALAN PULAI PERDANA 11/2 TAMAN SRI PULAI PERDANA JOHOR BAHRU 81110 JOHOR"
hanasallahuddin@freshie.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100749&sid=51D5F24D9EEC05B59AF9AA1A678E3FAC,,FRESHIE (M) SDN BHD,'2017-08-02,03 - 55107073,LOT 19 JALAN UTAS 15/7 SEKSYEN 15 SHAH ALAM 40000 SELANGOR
samson@dynalabgroup.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101120&sid=536B4BCEDF1A219EF254FAAACBCCE97F,,DYNALAB MARKETING SDN BHD,'2017-08-02,019 - 2130228,24 JALAN OPERA C U2/C TTDI JAYA 40150 SELANGOR
zhunxang@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82971&sid=9E9BBF750ED38299F8701B0AE8A8AF22,,ZHUN XANG TRADING SDN BHD,'2017-08-02,012 - 7862982,"27, LALUAN MERU VALLEY 1 TAMAN PERANGINAN LEMBAH MERU JELAPANG IPOH 30020 PERAK"
chieng.lm@eonlipids.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62327&sid=9AAD6AE6654A679A8BDE70404F1B24E3,,EONLIPIDS NUTRITION SPECIALTIES SDN BHD,'2017-08-02,07 - 2520870,PLO 525 JALAN KELULI 9 KAW PERINDUSTRIAN PASIR GUDANG PASIR GUDANG 81700 JOHOR
limkianeng.02@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95351&sid=91CFBCB789D43961C4F7B250D8FBC7CF,,ENG FUNG BIRDNEST SDN BHD,'2017-08-02,012 - 6872552,80 JALAN PEACE AVENUE BARU KG BARU SUNGAI BULUH SUNGAI BULUH 47000 SELANGOR
agetech.info@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101105&sid=EF6954C9238E51FB5E6DCB9EB138F94B,,JW INNOVATIVE TRADE SDN BHD,'2017-08-02,017 - 2432080,06-01 JALAN SU 1E PERSIARAN SERING UKAY1 SERING UKAY AMPANG 68000 SELANGOR
nizam@ariezambeverages.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93140&sid=D5A98662AAA22F65DE55562BA381AC57,,ARIEZAM BEVERAGES SDN BHD,'2017-08-02,07 - 3648480,43-02 JALAN PERJIRANAN 15/1 BANDAR DATO ONN JOHOR BAHRU 81100 JOHOR
yymcwm@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101461&sid=D5E45DB51C5AD1E86613AC2F57392C03,,HYDENZ GLOBAL INDUSTRIES,'2017-08-02,03 - 62720682,2065 JALAN E5/12 TAMAN EHSAN KEPONG 52100 KUALA LUMPUR
hs_toh82@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101458&sid=9B5287A46830C3143EA0E61E4CE715A0,,EXPLORE MARKETING TRADING,'2017-08-02,012 - 3632228,38 JALAN GAMBIR 3 BANDAR BARU BUKIT GAMBIR LEDANG 84800 JOHOR
tatguan@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101575&sid=EE0DAC2EF23D19000D7D36617B948995,,SYARIKAT TAT GUAN,'2017-08-02,04 - 3328367,NO 4 LORONG MAK MANDIN 5/1 KAWASAN PERINDUSTRIAN MAK MANDIN 13400 PULAU PINANG
aisyaindustries@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101533&sid=06BDF42A53060E8293161BDEA47CF79C,,ALPHA MARSBATCH SDN. BHD.,'2017-08-02,04 - 7355700,LOT A8 & A9 KOMPLEKS KILANG SME BANK KAWASAN PERINDUSTRIAN MERGONG BARRAGE JLN LENCONG BARAT 05400 KEDAH
adeline.tang@dsborneo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76952&sid=9F07900F53E0CB789076A3CFD0336420,,DS BORNEO TRADING SDN BHD,'2017-08-02,03 - 62113836,"A-3A-3 PLAZA MONT KIARA 2 JALAN KIARA, MONT KIARA 50480 KUALA LUMPUR"
jackson.nutratix@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101519&sid=558D97444A1F5E184342C58299C7B0C2,,MANTAP INSPIRASI SDN BHD,'2017-08-02,03 - 79313611,207 BLOCK B PHILEO DAMANSARA 2  46350 SELANGOR
vastesteem_sb@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95960&sid=2303F743511A5044E3060F1054C58F5B,,VAST ESTEEM SDN BHD,'2017-08-02,012 - 2679868,NO 119-1 JALAN HARUAN 5/5 OAKLAND COMMERSIAL SQUARE SEREMBAN 70300 NEGERI SEMBILAN
rahim.wrresources@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100929&sid=3C31B8CF95E8413325D076BCE34487E6,,WR JAYA RESOURCES SDN. BHD.,'2017-08-02,013 - 4304861,24 LORONG NANGKA 9 TAMAN DESA DAMAI  14000 PULAU PINANG
marcusock28@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57433&sid=CE7B8FDFCA2F5AE73A8AD2C8EA5A181E,,ACHIMA SKINCARE SDN BHD,'2017-08-02,03 - 91324699,"179-2, JALAN LANCANG TAMAN SERI BAHTERA OFF JALAN CHERAS 56100 KUALA LUMPUR"
yikmun@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101460&sid=29158F79F5018C15D83F9EC25D3F3936,,YIK MUN,'2017-08-02,012 - 3982677,1 & 3 & 5 JALAN BESAR TANJONG MALIM  35900 PERAK
mysuffy@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100952&sid=CF23D2AFFB7389CF3C50DEA55666B7D3,,SUFFY DAIRY GROUP SDN BHD,'2017-08-02,019 - 5102882,NO 29A LALUAN MERU PERDANA 11 TAMAN MERU PERDANA 2 CHEMOR 31200 PERAK
sales@gars.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5606&sid=5E006A6EAF35F981DD3498276B608D11,,WANG NUTRITION (M) SDN BHD,'2017-08-02,06 - 9863357,"4 & 6 JALAN PERUSAHAAN 1, KAWASAN PERINDUSTRIAN PARIT HULU, BAKRI,MUAR 84200 JOHOR"
tokojb@yahoo.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13065&sid=AB658FF3AC753799A1034BECECD2E364,,TOKO TENAGA KELUARGA SDN BHD,'2017-08-02,07 - 8225737,"PTB 10422, JALAN UNGKU AZIZ KAW PERINDUSTRIAN BANDAR PENAWAR FASA 3, DESARU, KOTA TINGGI 81900 JOHOR"
seroskg@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100956&sid=2D741B96B09CCFBAA003B51D348A8967,,SAWADEE COFFEE SHOP,'2017-08-02,017 - 9393796,619 JALAN LUBOK STOL RANTAU PANJANG  17200 KELANTAN
tiptop@myjaring.net,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7074&sid=E5E2E64A20CC7F23E7A65A60C21E89B1,,TIP TOP IMPORT & EXPORT ENTERPRISE,'2017-08-02,07 - 6871078,"492, TMN SURAYA JALAN KUKUP  82000 JOHOR"
noviaherbalcoffee@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100966&sid=52F7EB6FE962EB6F4E67A564A0B1FEA1,,RIKA NOVIA HEALTH AND WELLNESS SDN BHD,'2017-08-02,012 - 2630741,NO 17-1 JALAN AVENUE 1 AMPANG AVENUE 68000 SELANGOR
shengfattcoffee@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101018&sid=CD89737EB369BD360D038B62794C89B6,,SHENG FATT COFFEE TRADING,'2017-08-02,07 - 6872778,180-A KG RAMBAH JALAN KUKUP PONTIAN 82000 JOHOR
info@ilovepitaya.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34067&sid=81090DADDB94E23AA1ECC50CA329DA4D,,AGOLINK SDN BHD,'2017-08-02,012 - 7077333,"15, 1ST FLOOR JALAN LAMBAK KLUANG 86000 JOHOR"
maduniasriberkat@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30781&sid=CDE73C6F9F14F5360BF30EBB765FF1FD,,MADUNIA SRI BERKAT,'2017-08-02,07 - 7734016,"6, JALAN BERLIAN 2 TAMAN BERLIAN BIRU KLUANG 86000 JOHOR"
kusha@beyhroyale.biz,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14480&sid=4C365C5AB09AF3F92A332DC70F77BFD2,,PELANGI TEBRAU FOOD INDUSTRIES SDN BHD,'2017-08-02,012 - 7868806,"8, JALAN HULUBALANG STULANG LAUT JOHOR BAHRU 80000 JOHOR"
euleaf@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96162&sid=360C0BB5A9A6E894E95197D5F18D2561,,GOLDEN FARM MANUFACTURE SDN BHD,'2017-08-02,07 - 8611231,85 JALAN HARMONIUM 33/1 TAMAN DESA TEBRAU JOHOR BAHRU 81100 JOHOR
royazren@m7america.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95788&sid=EC87D93B9EBDFFE5F161B7CE488891BE,,MUTIARA FOOD & DRINKS (M) SDN BHD,'2017-08-02,07 - 3319099,NO 111 BATU 4 1/2 JALAN TEBRAU  80250 JOHOR
tnyong@epporpack.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89927&sid=D4CE5051AF9AED7F2D3206506F1CF567,,EPPOR-PACK SDN BHD,'2017-08-02,05 - 7161697,"2211, JALAN PERMATANG KLING NIBONG TEBAL SEBERANG PRAI SELATAN 14300 PULAU PINANG"
kimleng.png@munchys.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11064&sid=4F03DFD2D87B4B459476CD8F4807BD75,,MUNCHY FOOD INDUSTRIES SDN BHD,'2017-08-02,07 - 4153322,"LOT 9366, 7TH MILE SIMPANG TIGA,  TONGKANG PECAH BATU PAHAT 83010 JOHOR"
unggulutama12@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92056&sid=FAAE4DB097544279464CC985AD2E7628,,PERNIAGAAN UNGGUL UTAMA,'2017-08-02,012 - 7965499,"NO. A47, JALAN WIRA 2, TAMAN TAN SRI YACOB, SKUDAI  81300 JOHOR"
glizrichbusiness@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89933&sid=0BF5C9AA199E075A7435F613B14EF301,,GLIZRICH BUSINESS RESOURCES,'2017-08-02,03 - 55186160,"27A, TINGKAT 1, BLOK 4 PUSAT PERNIAGAAN WORLDWIDE SECTION 13, SHAH ALAM 40675 SELANGOR"
info_smmutiara@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101683&sid=53CC38FB600CB10AA67C0862CAA00A1B,,SM MUTIARA MAJU SDN.BHD.,'2017-08-02,017 - 4610385,NO 49A LEBUH CARNARVON  10200 PULAU PINANG
yleomktg@yeelee.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12356&sid=E35A7447CCE2308892E18A2804E1A692,,YEE LEE EDIBLE OILS SDN BHD,'2017-08-02,05 - 2908230,"LOT 85, JALAN PORTLAND TASEK INDUSTRIAL ESTATE IPOH 31400 PERAK"
inquiry@myinitium.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61789&sid=E08F3B5977B7CEE4A73658754810ECFA,,MYINITIUM SDN BHD,'2017-08-02,019 - 3311226,48 JALAN TAMAN PANTAI TAMAN BUKIT PANTAI 51100 KUALA LUMPUR
