EMAIL,FAILMSG,TEL,HREF,CONAME,DATE_SCRAPED,BIZADD 
ywtan@greenfeed.com.my,,03 - 22018135,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60296&sid=2D52EA4404AAB672D7ECC6651A8E11B4,GREENFEED AGRO SDN BHD,'2017-08-04,"UNIT NO. 9-7, 7TH FLOOR THE BOULEVARD MID VALLEY CITY LINGKARAN SYED PUTRA 59200 KUALA LUMPUR"
menangcosmoteam@gmail.com,,03 - 89940951,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58456&sid=FF67ED7346038B2248E3A87E3043BE41,METALS & CHEMICALS TECHNOLOGY SDN BHD,'2017-08-04,46A JALAN 17/155C BANDAR BUKIT JALIL 57000 KUALA LUMPUR
megavision.my@gmail.com,,036 - 1811214,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89850&sid=FB38C2C1F1ABDFF5E261527846184C33,MEGAVISION CENTRE SDN BHD,'2017-08-04,"19-B, WISMA KRINGAT 1 LORONG BATU CAVES 1 BATU CAVES 68100 SELANGOR"
info@lery.com.my,,016 - 6149909,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102785&sid=E584FA9DFD6A1C5BBD9E5B4F493A8339,LERY GROUP SDN BHD,'2017-08-04,SC-SG-24 JALAN UP1/1D SPRING VILLA UKAY PERDANA AMPANG 68000 SELANGOR
chowhf@hiaphuat.com,,03 - 21069866,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73192&sid=D2ADBBEAD9C73E36B7D527AB32CC6E3B,TOPMARK PETROLEUM PRODUCTS SDN BHD,'2017-08-04,D-22-07 SUNWAY NEXIS NO 1 JALAN PJU5/1 KOTA DAMANSARA 47810 SELANGOR
info@csqanalytics.com,,06 - 6519118,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78049&sid=FF42C25CB737EEC6D5AC5D9C51557145,CSQ ANALYTICS SDN BHD,'2017-08-04,"929, 929A, 929B, JALAN DS 3/1 BANDAR DATARAN SEGAR LUKUT PORT DICKSON 71010 NEGERI SEMBILAN"
ssleong@durachem.com.my,,03 - 51216288,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8378&sid=A9495EEDBE8FFD60C7B9B24F5902A15A,DURACHEM SDN BHD,'2017-08-04,"NO.2A JLN GAMBUS 33 / 4 TMN PERINDUSTRIAN ELITE SECTION 33,  SHAH ALAM 40350 SELANGOR"
originalautopart@gmail.com,,03 - 61450889,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60481&sid=C943E5BCD2D6A613D8BD00B828D6E131,ACE TRADING,'2017-08-04,11 JLN SP 10 TMN SRI PUTRA SUNGAI BULOH 47000 SELANGOR
lynnoi@dynagroup.com.my,,04 - 3972701,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62201&sid=CBDE4FF697852D9545E6E9FB10FE6317,DYNAPHARMLAB ASSOCIATE SDN BHD,'2017-08-04,NO.2599 LORONG PERUSAHAAN BARU 6 KAWASAN PERINDUSTRIAN PERAI 13600 PULAU PINANG
badri@pointray.com.my,,03 - 41420052,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8544&sid=23771AC05F68AD3CC7B9F691D6B2DA90,POINTRAY (MALAYSIA) SDN BHD,'2017-08-04,"6-2 JLN 8/23E, TAMAN DANAU KOTA OFF JLN GENTING KELANG SETAPAK 53300 KUALA LUMPUR"
pang.bs@gmail.com,,07 - 3865118,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14252&sid=C026463563F01D7D021C1E1835A7F9BA,CELES SDN BHD,'2017-08-04,"10,JALAN SRI WANGI 1/2 TAMAN DESA PLENTONG JOHOR BAHRU 81750 JOHOR"
sales@tevocreations.com,,04 - 5085688,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83742&sid=57DB6B6E28F8833994EFC1DA96FEC825,TEVO CREATIONS SDN BHD,'2017-08-04,"PLOT 155, JALAN PERINDUSTRIAN BUKIT MINYAK 7 BUKIT MINYAK INDUSTRIAL ESTATE,MK 13, S.P.T. BUKIT MERTAJAM 14100 PULAU PINANG"
johnson.lee@klkoleo.com.my,,03 - 33412115,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12408&sid=BB09B12EDAAC28C6E7CFA600F79D9F6D,PALM-OLEO (KLANG) SDN BHD,'2017-08-04,"LOT 1 & 2 SOLOK WAJA 3 BUKIT RAJA INDUSTRIAL ESTATE P.O. BOX 83, KLANG 41710 SELANGOR"
itrade@isza.com.my,,03 - 79811600,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4719&sid=B66C8CF6DB1D83ECC2AA3BB1807211D6,ISZA-TRADE SDN BHD,'2017-08-04,NO. 5 &5M JLN 3/116D KUCHAI ENTREPRENEUR'S PARK OFF JLN KUCHAI LAMA 58200 KUALA LUMPUR
myagrigroup@yahoo.com,,03 - 89258681,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2288&sid=7532151D3CBB3302EFB2D2601E258DA4,MALAYSIAN AGRI CARE SDN BHD,'2017-08-04,"NO.29, JLN IMPIAN PUTRA 1/4 TMN IMPIAN PUTRA BANGI 43600 SELANGOR"
labelpac@gmail.com,,04 - 5088868,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10022&sid=DBCCBF1E43DD6F39902408E798E8B1B1,LABELPAC & PRINT SDN BHD,'2017-08-04,NO.7 LPBM 1 BUKIT MINYAK INDUSTRIAL PARK SEBERANG PERAI TENGAH 14100 PULAU PINANG
shanies@streamyx.com,,03 - 78030855,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3701&sid=25AB1943EBBF302E1DD6B3B62DC3DA47,SHANIES NIAGA SDN BHD,'2017-08-04,"B603 BLOCK B KELANA SQUARE 17 JLN SS7-26, KELANA JAYA PETALING JAYA 47301 SELANGOR"
enquiry@komark.com.my,,03 - 90803333,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10849&sid=BE4FD30B3060346FEE9E8ED646748DF8,GENERAL LABELS & LABELLING (M) SDN BHD,'2017-08-04,LOT 132 JALAN 16/1 KAWASAN  PERINDUSTRIAN CHERAS JAYA BALAKONG 43200 SELANGOR
sales@liewkoon.com.my,,03 - 89623163,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9271&sid=E1E44D3D86B5ED77233947A09BC0DBEF,LIEW KOON MARKETING SDN BHD,'2017-08-04,NO.27 JLN 7/3 TMN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR
sales@adtek.com.my,,603 - 32917608,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11586&sid=E5327CC83A9B9DB484055E0D36DA3367,ADHESIVE TECHNOLOGIES (M) SDN BHD,'2017-08-04,LOT 726 5 1/2 MILE JALAN KAPAR KLANG 42100 SELANGOR
sales@jcim.com.my,,05 - 2423367,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37614&sid=5A0AA1D560AE2A4F2D552E6884F6AEC4,J. C. INDUSTRIAL MARKETING SDN BHD,'2017-08-04,NO.9A JLN CHUNG AH MING IPOH  31650 PERAK
chiu.hupsoon@gmail.com,,04 - 3333280,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12481&sid=5E47F27D839DC376F4998D07865474A1,HUP SOON MECHANICAL WORKS SDN BHD,'2017-08-04,NO 4863 MAK MANDIN INDUSTRIAL ESTATE JLN PERMATANG PAUH BUTTERWORTH 13400 PULAU PINANG
yvonne@elmibina.com.my,,03 - 62517241,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2594&sid=92B0C6642109D7F317D7CC9B67FB5E10,HYDRO ENGINEERING SDN BHD,'2017-08-04,23 LORONG SEGAMBUT 2 TMN SEGAMBUT 51200 KUALA LUMPUR
inagro@tm.net.my,,03 - 32918028,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13520&sid=24DC8385FCC58D215DF3CAAEFCE48BEE,INAGRO SDN BHD,'2017-08-04,"LOT 6493, 5 3/4 MILE, JLN KAPAR KLANG 42100 SELANGOR"
wma.2007@yahoo.com,,03 - 79832170,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55364&sid=1616EC36CE336E133D34C6DA09BA3FD8,WMA TRADING SDN BHD,'2017-08-04,LOT 119-3 GEMILANG INDAH BUSINESS CENTRE BATU 3.5 JLN KELANG LAMA 58000 KUALA LUMPUR
gsi@gsi-worldwide.com,,03 - 31013500,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82470&sid=31A4AC97C8718BD00FA99ED546180271,GLOBAL SPECIALTY INGREDIENTS (M) SDN BHD,'2017-08-04,"LOT 202, JLN SG PINANG 5/7 PULAU INDAH INDUSTRIAL PARK PHASE 2A PORT KLANG. SELANGOR 42920 SELANGOR"
Ltlean@cicm.com.my,,03 - 77838988,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14376&sid=F102F49DB18F5F127881BBA1EA2A494E,CIC MARKETING SDN BHD,'2017-08-04,"A5-06, BLOK A, PLAZA DWI TASIK JLN 5/106, BANDAR SRI PERMAISURI  56000 KUALA LUMPUR"
bizworth@streamyx.com,,05 - 3137900,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7197&sid=B091C0AFFB82DA02E713EFAB5EEEA1FB,BIZWORTH SDN BHD,'2017-08-04,NO.11A MEDAN GOPENG 4 MEDAN GOPENG IPOH 31350 PERAK
andyting@consym.com.my,,03 - 51624848,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67127&sid=CB82EFCD56089411D7D86C11EA4FB321,CONSYM SDN BHD,'2017-08-04,48A JLN SANGGUL 1 BANDAR PUTERI KLANG 41200 SELANGOR
bmcn@behnmeyer.com.my,,03 - 80263333,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12097&sid=100246D82164EA0695AFE723DF436732,BEHN MEYER INTERNATIONAL TRADING SDN BHD,'2017-08-04,NO 5 JLN TP2 TMN PERINDUSTRIAN SIME UEP SUBANG JAYA 47600 SELANGOR
sales@ioioleo.com,,04 - 3768888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12666&sid=55B61DEFEC1572B834E3489ECD67955C,ACIDCHEM INTERNATIONAL SDN BHD,'2017-08-04,2411 LORONG PERUSAHAAN SATU PRAI INDUSTRIAL COMPLEX PRAI 13600 PULAU PINANG
julietyeap@gmail.com,,03 - 61511883,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5210&sid=37E4139C71D6DBEE6C56D7D82FBF8F62,IEZON SDN BHD,'2017-08-04,NO.10 JLN PEKAKA 8/16C KOTA DAMANSARA PETALING JAYA 47810 SELANGOR
intermed@intermed.com.my,,03 - 77286440,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10982&sid=72E7A082F5C50915421614A885F5F670,INTERMED SDN BHD,'2017-08-04,"NO. 24, JLN WAN KADIR 1 TAMAN TUN DR ISMAIL 60000 KUALA LUMPUR"
cho.laikwan@emeryoleo.com,,03 - 33268686,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74621&sid=67F6064D4A0A422788358EE2D0EA979D,EMERY OLEOCHEMICALS (M) SDN BHD,'2017-08-04,LOT 4 JLN PERAK KAW PERUSAHAAN TELOK PANGLIMA GARANG 42500 SELANGOR
chiangzu.vong@brenntag-asia.com,,03 - 78406350,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39283&sid=08CF5979FB4A5DACB914598D0C4B7D22,BRENNTAG MALAYSIA SDN BHD,'2017-08-04,"LEVEL 3 BLOCK B PREMBA SQUARE SAUJANA RESORT SECTION U2, SHAH ALAM 40150 SELANGOR"
lawrence.ong@cipcresin.com,,03 - 89613248,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4126&sid=7B216107DCA8DE0E4E0BE41C2C14B20E,IDEALPOLY MARKETING SDN BHD,'2017-08-04,"NO.61 JLN 6/2, LI FOONG INDUSTRIAL PARK OFF JLN BALAKONG SERI KEMBANGAN 43300 SELANGOR"
fes.fandengo@gmail.com,,06 - 6017086,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76115&sid=5DEADB3660F2DDDC085CFF54D4BF94A3,FANDENGO (MALAYSIA) SDN BHD,'2017-08-04,79 JLN S2 C2 GREEN TECHNOLOGY PARK SEREMBAN 2 70300 NEGERI SEMBILAN
admin@corroserv.com.my,,09 - 5735623,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11206&sid=1D8719673CADFDCE7B199F5DEE3AEA78,CORROSERV (M) SDN BHD,'2017-08-04,"A-25, 1ST FLOOR JLN 1M 3/11 BANDAR INDERA MAHKOTA KUANTAN 25200 PAHANG"
enquiries@lexis-international.com,,085 - 426993,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34533&sid=D7A51E24CBE3FB6B98A8E002E52B8A2E,LEXIS INTERNAZINALE SDN BHD,'2017-08-04,2ND FLOOR LOT 676 PERMAISURI ROAD MIRI 98000 SARAWAK
lorraine@daikishinkyo.com,,07 - 4556336,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4846&sid=B3D5D0F97002A59D949CF0F315A9AF65,DAIKI SHINKYO INDUSTRIES SDN BHD,'2017-08-04,NO.8 JLN WAWASAN 16 KAW PERINDUSTRIAN SRI GADING II BATU PAHAT 83000 JOHOR
manson@carbonland.com,,07 - 7052609,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13495&sid=3E5AB822EB256B7AC118F573425C709E,CARBONLAND SDN BHD,'2017-08-04,"LOT 20 JLN BANGAU TMN HAPPY VALLEY, KLUANG 86000 JOHOR"
customer.service@cpi.my,,03 - 90768851,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10891&sid=A4FC087EEF0ADB8BB3B8AE37AC4B6A0A,COMMERCIAL PLASTIC INDUSTRIES SDN BHD,'2017-08-04,"LOT 11 JLN 7 KAW PERUSAHAAN CHERAS JAYA JLN BALAKONG, CHERAS 43200 SELANGOR"
dynamicwaysdnbhd@hotmail.com,,03 - 62732068,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9965&sid=95E7838DF9E5C8946FF431597C15D7A5,DYNAMIC WAY SDN BHD,'2017-08-04,16 JLN TAGO 11 TMN PERINDUSTRIAN TAGO SRI DAMANSARA 52200 KUALA LUMPUR
ecogreen1148@yahoo.com,,03 - 87271148,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31183&sid=220E1615D4D0BB9734EC9A9AA8D75080,ECOGREEN INDUSTRIAL SDN BHD,'2017-08-04,LOT 1148 MILE 23 JLN SG LALANG SEMENYIH 43500 SELANGOR
admin@chemmart.com.my,,03 - 80513362,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79671&sid=975AE8B9C6399449D453FB934EEBA145,CHEMMART ASIA SDN BHD,'2017-08-04,6 (LOT 23453) JALAN MERANTI JAYA 16 TAMAN PERINDUSTRIAN MERANTI JAYA PUCHONG 47100 SELANGOR
muhamad_akramin_bin_yusof@ccmberhad.com,,03 - 26123877,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36157&sid=6FE31BF1D0D121569E4D555DABFAC953,CHEMICAL COMPANY OF MALAYSIA BHD,'2017-08-04,"13TH FLOOR MENARA PNB 201-A, JALAN TUN RAZAK  50400 KUALA LUMPUR"
admin@endonacorp.com,,03 - 42560834,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39297&sid=1218C62589CDA1C56AD353E8556B9DFF,ENDONA CORPORATION SDN BHD,'2017-08-04,NO.9-2 JLN JELATEK 2 JELATEK BUSINESS PARK 5 KUALA LUMPUR
mlee@ecogreen.com.au,,03 - 80237515,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62266&sid=C9CE4A6D876E0404157CB6424243077B,ETG ENVIRONMENTAL SOLUTIONS SDN BHD,'2017-08-04,NO.16 JLN INDUSTRI USJ 1/9 TMN PERINDUSTRIAN USJ 1 SUBANG JAYA 47600 SELANGOR
info@erakimia.com.my,,03 - 87235798,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52244&sid=BCF416C98CA67BA1BA680FA309642B1C,ERAKIMIA SDN BHD,'2017-08-04,"NO 24 JALAN P6/3, SECTION 6 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR"
cs.ong@chemstationasia.com,,03 - 55212020,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4601&sid=C52BAC7EF862D44A90B0A1F17FB367BE,CHEMSTATION ASIA,'2017-08-04,"LOT 15795 (2823) 5 1/2 MILES JLN KEBUN, KG JAWA SEKSYEN 32 KLANG 40460 SELANGOR"
sales@cashma.com,,03 - 60922233,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10696&sid=62D59CDB09137746C33426BC9D275EBD,C.A.SHEIMER (M) SDN BHD,'2017-08-04,"LOT 98, RAWANG INTEGRATED INDUSTRIAL PARK RAWANG 48000 SELANGOR"
challenger@challenger.com.my,,03 - 56322128,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5410&sid=D090EC0033D793C7BD1F3FF55CB67650,CHALLENGER AVENUE (M) SDN BHD,'2017-08-04,"8,  LOT 778, JLN SUBANG 4 SUBANG LIGHT INDUSTRIAL PARK SUBANG JAYA 47610 SELANGOR"
info@asfah.com,,03 - 51225608,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9109&sid=2B082905420F1246106485C5D04F40FE,ASFAH TRADE CORP. SDN BHD,'2017-08-04,"NO 22-A, JLN SUNGAI BURUNG W32/W BKT RIMAU SEKSYEN 32 SHAH ALAM 40460 SELANGOR"
casitancarbon@gmail.com,,03 - 77851245,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12002&sid=EE5463A5EB654DBCF4D1D34405E0CCF2,CASITAN SDN BHD,'2017-08-04,"NO 65-1 PETALING UTAMA AVENUE JLN PJS 1/50 7TH MILE OFF JLN KLANG LAMA, PETALING JAYA 46150 SELANGOR"
esther@axel.com.my,,03 - 62762118,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12532&sid=1ED74A3E0FB359C19E2C7BA8C2F200AA,AXEL CHEMIE INDUSTRIES SDN BHD,'2017-08-04,LOT 49 LORONG KUANG BULAN KEPONG INDUSTRIAL PARK  52100 KUALA LUMPUR
mazlanb@petronas.com.my,,086 - 232000,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3923&sid=1190FDDAE5F378D1F529FEF4B97B2657,ASEAN BINTULU FERTILIZER SDN BHD,'2017-08-04,18TH KM TANJUNG KIDURONG P.O.BOX 482 BINTULU 97008 SARAWAK
sales@alasiachemical.com,,04 - 3292323,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43953&sid=9A3CF819AB3602B35F0C30CFADD027E3,AL ASIA CHEMICAL SDN BHD,'2017-08-04,17 LORONG TERAS JAYA 7 KAW PERNIAGAAN TERAS JAYA BUTTERWORTH 13400 PULAU PINANG
estherkok@asahi-kagaku.com.my,,05 - 3111600,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12704&sid=A920651E627C9F7FFE32D6029B9AFDC5,ASAHI CHEMICAL RESEARCH LAB (M) SDN BHD,'2017-08-04,"NO.32, HALA RAPAT BARU 24 KAW PERINDUSTRIAN RINGAN KINTA JAYA IPOH 31350 PERAK"
enquiry@wpcp.com,,03 - 51217560,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15919&sid=A4CE8C7C0302F2C36055E64A1D17A414,WPCP SDN BHD,'2017-08-04,NO.6 JLN ANGGERIK MOKARA 31/64 KAW PERINDUSTRIAN KOTA KEMUNING SHAH ALAM 40406 SELANGOR
xaviersoh@miracon.net,,03 - 89419918,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4334&sid=3DE8B97077E9570BBA4A2FF7B4071BE4,BEESHEM (M) SDN BHD,'2017-08-04,"LOT 1776, JLN KPB 2 KAW PERINDUSTRIAN BALAKONG SERI KEMBANGAN 43300 SELANGOR"
mary.cham@sumitomocorp.co.jp,,03 - 20708133,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4986&sid=FD3B515161692EEFEF70322A4B2EF183,SUMUR CAHAYA SDN BHD,'2017-08-04,35TH FLOOR UBN TOWER LOT 10 JLN P. RAMLEE P.O.BOX  10297 50710 KUALA LUMPUR
sharon810219@hotmail.com,,012 - 2768655,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65262&sid=E4FCA2D55F9E61CF96BAFC5AB7DF0D06,MENANJUNG SDN BHD,'2017-08-04,"NO.28 JLN MERANTI 35, TMN MERANTI BAHAU NEGERI SEMBILAN 72100 SELANGOR"
toyoink@po.jaring.my,,03 - 89423335,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76317&sid=609350586AB986C0E132276F4CF63E94,TOYO INK SDN BHD,'2017-08-04,PT 3477 JLN 6/1 KAW PERUSAHAAN SERI KEMBANGAN SERI KEMBANGAN 43300 SELANGOR
winchem@tm.net.my,,04 - 3908318,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37096&sid=EF2E40191E2C217E3433253717480E3E,PIXEL COLOR (M) SDN BHD,'2017-08-04,NO.2418 LORONG PERUSAHAAN 10A PRAI INDUSTRIAL ESTATE  13600 PULAU PINANG
kkchai8@yahoo.com,,03 - 79572588,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10670&sid=F2D292F26029B5316BAC9DC7973EBB72,INTERAKTIF PRIMA SDN BHD,'2017-08-04,"LOT 30, JLN 223 SECTION 51A PETALING JAYA 46100 SELANGOR"
salmah@lng-res.com,,06 - 9536088,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7333&sid=10A059B58C56DD616FF28C4D8C1BBE1E,EDARAN PRECISION INDUSTRIES SDN BHD,'2017-08-04,K-27 JALAN PERINDUSTRIUAN KAW PERINDUSTRIAN TANJUNG AGAS MUAR 84000 JOHOR
sfloong@streamyx.com,,03 - 60926833,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11882&sid=CDF6F82C2E6B1112DDA015EEF21F7E82,COSPEL WORLDTRADE SDN BHD,'2017-08-04,BLOCK 8-16-1 JALAN JALIL PERKASA 15 ARCADE  ESPLANAD TAMAN BUKIT JALIL 57000 KUALA LUMPUR
wwrckl@wwrc.com.my,,03 - 51224899,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75414&sid=FCA65F541F86D726C68F8B2E907A5AEE,WORLDWIDE RESINS & CHEMICALS SDN BHD,'2017-08-04,"25-1 JLN PJU 1/42A BLOCK F2 DATARAN PRIMA, PETALING JAYA 47301 SELANGOR"
info@vpplastics.com.my,,04 - 3999986,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7051&sid=CDDA7DDA8E4E7BEB12D14239724FCBBC,V.P. PLASTICS SDN BHD,'2017-08-04,NO.1029 LORONG PERUSAHAAN DUA PRAI INDUSTRIAL COMPLEX ESTATE  13600 PULAU PINANG
dennis.cheong@texchem-polymers.com,,04 - 5079753,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77454&sid=7DFD8B710D5455AA7A73905D912F76A8,TEXCHEM PLOYMERS SDN BHD,'2017-08-04,"1465 MUKIM 11, LRG PERUSAHAAN MAJU 6 PERAI INDUSTRIAL ESTATE PHASE 4 PERAI 13600 PULAU PINANG"
hajeelow@revertex.com.my,,07 - 7731000,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4722&sid=C177CAA4B59FA3737E57A59FA7DE2EC7,REVERTEX (M) SDN BHD,'2017-08-04,NO.1 1/2 MILE JLN BATU PAHAT KB 508 KLUANG 86009 JOHOR
sales@rpmalaysia.com,,07 - 3880785,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9860&sid=3C2D5003791D79769F3ABC826CBD276C,RP PRODUCTS SDN BHD,'2017-08-04,NO.58 JLN PERMAS 9/13 BANDAR BARU PERMAS JAYA  81750 JOHOR
polytank@malaysiaolefins.com,,03 - 51924199,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4070&sid=92C63B100DDB5C7D8804E531C1AB1B5B,REFINED POLYMERS SDN BHD,'2017-08-04,NO. 18 JLN PENDAMAR 27/90 SECTION 27 SHAH ALAM 40000 SELANGOR
admin@pyeproducts.com,,03 - 33928104,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8524&sid=97591A577C76A37C680B2EE4BACC08C8,PYE PRODUCTS (M) SDN BHD,'2017-08-04,NO.8 JLN SS 3/5 PETALING JAYA  47300 SELANGOR
nifatrading@gmail.com,,04 - 2820367,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31324&sid=02AF3140AFD9F2F601BD2172B3D76365,NIFA TRADING,'2017-08-04,2-F FREE SCHOOL ROAD GEORGETOWN  11600 PULAU PINANG
trade@fybor.com,,03 - 79573281,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9929&sid=31EDE223C19F5FE72645C4A3D83D20C9,PRUDENTDEALS SDN BHD,'2017-08-04,NO.13 LORONG 8/3G OFF JLN PENCHALA PETALING JAYA 46050 SELANGOR
david@padhesive.com,,04 - 6266687,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76949&sid=5829437A8F0BEC0B78299C4026B46559,PACIFIC ADHESIVE SYSTEMS (M) SDN BHD,'2017-08-04,"2,4 & 6 LINTANG BERINGIN 10 KAWASAN PERINDUSTRIAN DIAMOND VALLEY BATU MAUNG 11960 PULAU PINANG"
info@polymer-resources.com,,03 - 33427687,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2834&sid=0246C8F5759B846D31DC037809260FFA,POLYMER RESOURCES SDN BHD,'2017-08-04,"35 JALAN 29 KAWASAN 16, SG RASA INDUSTRIAL ESTATE KLANG 41300 SELANGOR"
mail@interlink.com.my,,04 - 5771441,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15989&sid=E0F6BC28071FE6D5CBAA34FEF4E94FB0,MABETTA MARKETING,'2017-08-04,"NO.1322 GROUND FLOOR, LORONG MALINJA 1 TMN SEPAKAT, KEPALA BATAS SEBERANG PERAI 13200 PULAU PINANG"
customerservice@meci.com.my,,04 - 3907928,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11459&sid=5A817345C6AAA9B43AFC9E2332CF77C3,MALAYAN ELECTRO-CHEMICAL INDUSTRY CO. SDN BHD,'2017-08-04,1416 LRG PERUSAHAAN DUA PRAI  13600 PULAU PINANG
