EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL,
info@jutamotor.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48864&sid=83162F07D555BCDB2155DE76BF7CB3D2,SYARIKAT JUTA MOTOR ASSESSORI SDN BHD,"12, JALAN PERINDUSTRIAN SILIBIN 1 KAW PERINDUSTRIAN RINGAN SILIBIN IPOH 30100 PERAK",,05 - 5261889,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
inquiry.pn@epmb.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50678&sid=B4B4492294815651D1111F92B80939E6,PESAKA NURI (M) SDN BHD,"LOT 1403,1406 & 1409 BATU 29, JALAN IPOH BATANG KALI, HULU SELANGOR 44300 SELANGOR",,03 - 60751728,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
nellie@ricwil.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7505&sid=625B19F65F233C25D49398D2816CA16E,RICWIL (MALAYSIA) SDN BHD,"NO. 122, JALAN 4D, KAMPUNG BARU SUBANG, SEKSYEN U6 SHAH ALAM 40150 SELANGOR",,03 - 78475541,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
expertslb@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12820&sid=D7BABD88C9D15A40CDFF7C505546F066,EXPERTS' INTER TRADE (M) SDN BHD,LOT 03-32 KOMPLEKS PKNS  40000 SELANGOR,,012 - 2727155,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ganbk@unique-diamond.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10225&sid=D4D9270E6419A375E4F75A4EA80E08B5,UNIQUE DIAMOND SDN BHD,"LOT 2735, JALAN RAJA NONG TAMAN SENTOSA KLANG 41200 SELANGOR",,03 - 51621268,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
azman@nissen.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50349&sid=7BF1B897F23DFA9B91946C3C5445FA08,NISSEN TECHNOLOGY SDN BHD,423-1 TINGKAT 1 JALAN AMPANG KUALA LUMPUR 50450 SELANGOR,,03 - 77280602,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mitti@po.jaring.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9048&sid=2E9FA30A6A2E65BF8E00B8D915A2A7C7,WIREMART SDN BHD,"PLO 125, JALAN ANGKASA MAS UTAMA KAW PERINDUSTRIAN TEBRAU 11 JOHOR BAHRU 81100 JOHOR",,07 - 3522522,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
albert@gamtech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15509&sid=23B53FA35EF29A742A237A4D5B8BAB32,GAM TECHNOLOGY SDN BHD,"SUITE 2107, LEVEL 21, PLAZA PENGKALAN JALAN TIONG OFF JALAN IPOH  51100 KUALA LUMPUR",,03 - 40431800,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
anniekea@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53102&sid=0E5ED607C19C00A93E504B0F31DF96BB,VIVARNI SDN BHD,LOT 2286 GM 403 JALAN BUKIT PASIR BATU PAHAT 83000 JOHOR,,07 - 4310923,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry@armstrong.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53298&sid=5F754F4D082EEA30D318D3FC7CDBEBAF,FOAMLINE INDUSTRIES SDN BHD,"4, JALAN TSB 11 TAMAN INDUSTRI SG BULOH SG BULOH 47000 SELANGOR",,03 - 61562020,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
josephinelgq@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62439&sid=F4D5F382DD7555BBAB113197948F68BD,MAGNUM CABLE SDN BHD,NO 5 JALAN TP 4 TAMAN PERINDUSTRIAN BUKIT RAMBAI FASA 6  75250 MELAKA,,06 - 3513786,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
lkesdnbhd@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33517&sid=88C6E23EE0906F7A5F1797A807A3AA7B,LKE ELECTRIC (M) SDN BHD,"LOT 12, JALAN SS13/3C SUBANG JAYA INDUSTRIAL ESTATE PETALING JAYA 47500 SELANGOR",,03 - 56337010,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ua@unitedautomation.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12545&sid=70DF3CE3FA8926A6B58CA3AA32680B4A,UNITED AUTOMATION SDN BHD,"4, JALAN KINRARA 2 KAW PERINDUSTRIAN KINRARA BANDAR KINRARA, PUCHONG 47180 SELANGOR",,03 - 80756937,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
teckheng.lew@yclprecision.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14695&sid=1FD1ADE30FBDF74814095AB8BA6BE4CE,YCL PRECISION ENGINEERING SDN BHD,"NO. 16, JALAN 20 TAMAN SRI KLUANG (INDUSTRIAL AREA)  86000 JOHOR",,07 - 7714080,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
cfte@lotusaction.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6806&sid=D2B57B03B760228518DE2814BB8E4536,LOTUS ACTION SDN BHD,"47, JALAN USJ 8/2B UEP SUBANG JAYA  47610 SELANGOR",,03 - 56375217,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
cyrus@mromarket.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62990&sid=923CA58279859E5DB4EBDC4C61EDF0CE,MRO MARKET SDN BHD,"12-3, JALAN MERBAH 4 BANDAR PUCHONG JAYA PUCHONG 47170 SELANGOR",,03 - 80791527,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
spencernyf@qssb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8848&sid=1C88E08B9042E9B2BD00494A61196F9E,QS SYSTEMS SDN BHD,"3, JALAN JASMINE 5 SECTION BB 10 BANDAR BKT BERUNTUNG, RAWANG 48300 SELANGOR",,03 - 60282888,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
marketing@lanric.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13232&sid=2457ED7D5E683BF3289C68CC958D52E2,SYARIKAT LAN-RIC INDUSTRIES SDN BHD,"PLOT 171,  HALA PERUSAHAAN MENGLEMBU 1, FALIM IPOH 30200 PERAK",,05 - 2822361,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kolejmuar@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37863&sid=0D19D216C8B692DD5127C85D704E3598,PLT ENGINEERING,"A8, WISMA RUBY JALAN SG ABONG MUAR 84000 JOHOR",,06 - 9547933,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kolejmuar@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64308&sid=3C7A4C1EAB20FD5FA68DD5A5F756109B,PUSAT LATIHAN TEKNIK BATU PAHAT SDN BHD,A8 WISMA RUBY JALAN SG. ABONG 84000 JOHOR,,06 - 9533894,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@hannancorp.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8950&sid=A1F621A710C8A15C146A0DA56E935706,HANNAN DIVERSIFIED SDN BHD,B-1-5 MEGAN PHOENIX 56000 CHERAS KUALA LUMPUR KUALA LUMPUR 56000 KUALA LUMPUR,,03 - 91025772,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
swglass.ahn@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64614&sid=C22ADA3E761E35C6E7D9C536F6A9918D,SEOWON PRECISION GLASS (M) SDN BHD,"LOT 2838, KAW PERINDUSTRIAN CHEMBONG REMBAU  71300 NEGERI SEMBILAN",,06 - 6858823,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@sitrawan.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37554&sid=1A577D36AAFDBBE2BB2CADE9A661F814,KUALITI JAYA MANUFACTURING (M) SDN BHD,"77, 1ST FLOOR JALAN BATU UNJUR 8 TAMAN BAYU PERDANA KLANG 41200 SELANGOR",,03 - 33234220,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
plwong@slimbright.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51110&sid=A04C5BD208F28A995DDAC0F6EFA278E0,SLIMBRIGHT TECHNOLOGY SDN BHD,"LOT 594-596, JALAN 22 TAMAN PERINDUSTRIAN EHSAN JAYA  52100 KUALA LUMPUR",,03 - 62777775,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admins@mittigroup.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42588&sid=31BCA03F2452EE902F6DA2313E04AD7E,MYSTIQUE AROMA SDN BHD,"PLO 125, JALAN ANGKASA MAS UTAMA KAWASAN PERINDUSTRIAN TEBRAU 11 JOHOR BAHRU 81100 JOHOR",,07 - 3522522,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
chinchung30@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64987&sid=B1439C536CDE569AFD446CCF7370BB90,SACOM ENGINEERING & SUPPLY,"83 JALAN TAMING 7 ,TAMING JAYA BALAKONG SELANGOR 43300 SELANGOR",,03 - 89613700,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mitti@po.jaring.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42339&sid=69784A2602623CF532EF4AC3B63EFEC6,MYSTIQUE AROMA,"PLO 125, JALAN ANGKASA MAS UTAMA KAW PERINDUSTRIAN TEBRAU 11 JOHOR BAHRU 81100 JOHOR",,07 - 3522522,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
tklian@deng-kai.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44214&sid=8F0E6E160406A3DF9C4812CBDAAE8DC3,DENG KAI SDN BHD,"19-2, JALAN PJU 5/13 DATARAN SUNWAY, KOTA DAMANSARA PETALING JAYA 47800 SELANGOR",,03 - 61560923,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sclim@senergy.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60158&sid=9EC3FF2712A1F85AA7C66C543B87EE35,SWIFT AUTOMATION SDN BHD,"43G & 43-1 JALAN SURIA PUCHONG 2 PUSAT PERDAGANGAN SURIA,PUCHONG 47110 SELANGOR",,03 - 51625511,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
william@hwgenting.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4448&sid=792A9E7A66C94379250EF500D954A3F6,HO WAH GENTING BERHAD,"WISMA HO WAH GENTING 35, JALAN MAHARAJALELA  50150 KUALA LUMPUR",,03 - 21438811,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
topspeed@topspeed.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9563&sid=E8EAE0A85FD05FE8DB4AC6CD112E93D6,TOP SPEED PRECISION ENGINEERING SDN BHD,"PLO 9, KAW PERINDUSTRIAN TANJUNG AGAS MUAR 84000 JOHOR",,06 - 9543888,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
unitedhydra@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67213&sid=02EA362CB6F7E37CB2B2EF21E11349C6,UNITED HYDRA ENGINEERING & TRADING,"23 LORONG BENDAHARA 20B, OFF SG JATI SENTOA UTAMA KLANG 41200 SELANGOR",,03 - 51625960,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
fp@idealtechapac.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34443&sid=43A2763EE86E2AC76B4AB3AB1BE4E667,IDEAL TECH APAC SDN BHD,"815, BLOCK A, KELANA BUSINESS CENTRE 97, JALAN SS 7/2, KELANA JAYA PETALING JAYA 47301 SELANGOR",,03 - 78037760,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
teufastener@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68239&sid=841B97D03FC6EBFDC04C9EDE02B701E2,TE-U FASTENER MANUFACTURER SDN BHD,"6, JALAN TIGA KAW PERINDUSTRIAN WAWASAN KLUANG 86000 JOHOR",,07 - 7878455,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@onesto.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52878&sid=9A8EF9ACAEFBBFDE4D4DC85400A9BED5,ONESTO (M) SDN. BHD.,"31-1, JALAN KUCHAI MAJU 6 OFF JALAN KELANG LAMA  58200 KUALA LUMPUR",,03 - 79711112,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry@revoled.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68788&sid=10028B11439244482FCA76E35A7975F8,REVO LED SDN BHD,43A & 43B INDAH WALK JALAN INDAH 15/2 TAMAN BUKIT INDAH NUSAJAYA 79100 JOHOR,,07 - 2395695,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
jcgoh@seprinting.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4474&sid=11723B8AFFBBC44CC8B1AF25E549E079,S.E.PRINTING (M) SDN BHD,"31A ,JALAN E1/3 KAW PERUSAHAAN TAMAN EHSAN KEPONG 52100 KUALA LUMPUR",,03 - 62766366,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
phanghy@teknik.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10412&sid=4EB0B2EFB2BCF2B169C5E57A377AAE6C,KEJURUTERAAN LETRIK TEKNIK (M) SDN BHD,LOT 10 JALAN HALBA 16 / 16 SHAH ALAM 40000 SELANGOR,,03 - 55190888,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@itsdiamondcbn.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60123&sid=8096D94C53E52A61D68BC202742609A7,ITS DIAMOND CARBIDE SDN BHD,"8G, JALAN BUDIMAN 2/2 TAMAN PUTRA BUDIMAN SERI KEMBANGAN 43300 SELANGOR",,03 - 89441151,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mekkiglobal@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44652&sid=900911700A58336FEECBE5ECB7A8C465,MEKKI GLOBAL,"275, JALAN DESARIA 4 TAMAN DESARIA, NILAI 5 NILAI 71800 NEGERI SEMBILAN",,03 - 89258960,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
elendran@wireforms.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70422&sid=A326267E14E97EFC482F778D90540891,WIREFORMS A.N. SDN BHD,12 JALAN CEMERLANG TAMAN PERINDUSTRIAN CEMERLANG 81800 JOHOR,,07 - 8616766,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kckoo@cablon.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43087&sid=197A7B9292C93B0F7F14281D4830CF83,CABLON (M) SDN BHD,"8, JALAN MARIKH U5/173, SECTION U5 SUBANG KRISTAL INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",,03 - 78422252,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
amx@amexus.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7740&sid=FD9E7901380EC060DDB217A5F7CCBB5C,AMEXUS INDUSTRIAL SDN BHD,"8, JALAN SUASA KAW PERINDUSTRIAN PKNS TELOK PANGLIMA GARANG, KUALA LANGAT 42500 SELANGOR",,03 - 31221796,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
aishah@tck.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16289&sid=C306F21BA54F77DDABCEE1283FFAEC6C,TCK TECHNOLOGY (M) SDN BHD,"(A04/4), 4TH FLOOR, BLOCK A GARDEN CITY BUSINESS CENTER TAMAN DAGANG, AMPANG 68000 SELANGOR",,03 - 42706098,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kinmun7@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37458&sid=CD9BEC82F59BEE75B9840F682606CE01,MOUNT OLYMPUS POWERHOUSE SDN BHD,"NO 31, LORONG BUNGA MELATI 2A TAMAN MAJU JAYA AMPANG 68000 SELANGOR",,03 - 92820524,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ayusof@tarponenergy.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71903&sid=D394E8564409860C77307A0BB9A976D9,TARPON ENERGY SERVICES ASIA PACIFIC SDN BHD,"L9-06 LEVEL 9, BREM MALL JALAN KEPONG 52000 KUALA LUMPUR",,03 - 62520089,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@tms.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73095&sid=0EF8471384F26823B349A79E2C0C0439,TOTAL METERING SOLUTION SDN BHD,22 JALAN ANGGERIK VANILLA 31/93 KOTA KEMUNING 40460 SELANGOR,,03 - 51220029,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry@rciwiretech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62079&sid=87BBF25B1BF77DB4E020BAAF9A708E0A,RCI WIRE TECH SDN BHD,LOT 19 JALAN PERUSAHAAN 2 KAW PERUSAHAAN BERANANG 43700 SELANGOR,,03 - 87668688,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
simon@fee.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13484&sid=D543EB0A2BE12E6E397D622C83E2F519,FEDERAL ELECTRICAL ENGINEERING SDN BHD,"18, JALAN KILANG MIDAH TAMAN MIDAH  56000 KUALA LUMPUR",,03 - 91718811,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
seess@progres.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64651&sid=6DDBC2E910CA2B53485D8516A49F3165,OPTOTRONIC TECHNOLOGY SDN BHD,"B-6F-05, IOI BOULEVARD JALAN KENARI 5 BANDAR PUCHONG JAYA, PUCHONG 47170 SELANGOR",,03 - 80755388,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@pentamaster.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15159&sid=C5368C24AA97DF2EAF5B5737B7B1438E,PENTAMASTER INSTRUMENTATION SDN BHD,"PLOT 18 & 19, TECHNOPLEX MEDAN BAYAN LEPAS TAMAN PERINDUSTRIAN BAYAN LEPAS, PHASE IV 11900 PULAU PINANG",,04 - 6469212,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@global96.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48837&sid=136D81644C00E16B2F6A2A45DDEAD99C,EXCEL-GLOBAL NETWORK (M) SDN BHD,"2, JALAN TPK 2/5 TAMAN PERINDUSTRIAN KINRARA, SECTION 2 PUCHONG 47100 SELANGOR",,03 - 80768636,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
angie_lee@tamawira.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72699&sid=4A4A1B2EFB9B5878573BFF6E2F004760,TAMAWIRA ENTERPRISE SDN BHD,"28, JALAN MEGA 1/7 TAMAN PERINDUSTRIAN NUSA CEMERLANG JOHOR BAHRU 81550 JOHOR",,07 - 5599197,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kiahlim@waterstation.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73166&sid=C84C3D3A1DD1CD613C27E1B06A2C3474,KINKA QUALITY SDN BHD,142 JALAN MERIAM MUAR 84000 JOHOR,,06 - 9515552,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@yl-global.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31705&sid=42231E148AF90BCB5F0B5A5414729707,YUN LOONG GLOBAL INDUSTRIES SDN BHD,"16, JALAN P6/4 SEKSYEN 6, BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR",,03 - 82136226,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
norima@nexus-electronic.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60258&sid=9B0A1251C99C3CCFDD03A19A6F7A4919,NEXUSLED GREEN TECHNOLOGY SDN BHD,"6, JLN SRI SULONG SELATAN TMN PERINDUSTRIAN SRI SULONG BATU PAHAT 83000 JOHOR",,07 - 4101631,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
contact@vis-dynamics.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7909&sid=BD9ACC9F2BFCF7C60D7616FFD0EA89B6,VISDYNAMICS RESEARCH SDN BHD,"LOT 3844, JALAN TU 52 KAW PERINDUSTRIAN TASIK UTAMA AYER KEROH 75450 MELAKA",,06 - 2323023,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
lm.yean@greatpace.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52877&sid=47EBAA78AA641C008F8BEE6CF6554CA6,GREATPACE SDN BHD,"C-3-11, 3RD FLOOR 2 PERSIARAN GREENTOWN 3 GREENTOWN BUSINESS CENTRE 30450 PERAK",,05 - 3121618,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
contact@industronics.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2280&sid=373FE95F56FC9FA41D039800C7A4B9A6,INDUSTRONICS BERHAD,"9, JALAN TAMING 3 TAMAN TAMING JAYA SERI KEMBANGAN 43300 SELANGOR",,03 - 89613024,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
pkcheah@itramas.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10237&sid=0008134E5E9532D20E58E471D4CA0951,ITRAMAS MANUFACTURING SDN BHD,"542A & 542B, MUKIM 1 LORONG PERUSAHAAN BARU 2 KAW PERUSAHAAN PERAI, PERAI 13600 PULAU PINANG",,04 - 3982979,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@frieco.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63019&sid=FF0BD00269965EAB53C57522607D77D2,FRIECO TECH SDN BHD,"6-2, JALAN PJS 3/63 TAMAN SRI MANJA PETALING JAYA 46000 SELANGOR",,03 - 77722818,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@teamtas.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8137&sid=6976AF38D71FD4FAF62C21B1916D31F8,TEAM AUTOMATION SYSTEMS (M) SDN BHD,"NO.2A, JALAN MP 17, TMN MERDEKA PERMAI BATU BERENDAM 75350 MELAKA",,06 - 3366223,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hq@uli.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11507&sid=6BD13FD284E8581B782C731A33DC0B8E,UNITED U-LI (M) SDN BHD,"33, JALAN KARTUNIS U1/47 TEMASYA INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",,03 - 55695999,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin1@tokutomi.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51315&sid=FADB076FF32BEB853645BB36972872B4,TOKUTOMI INDUSTRIES SDN BHD,"PLOT NO. 101666, OFF JALAN GOPENG 4½ MILES, OFF JALAN GOPENG  31300 PERAK",,05 - 3123628,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
taalliance@gmx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58447&sid=BA1EA96C2E54D259F8190A66B8CE50B6,TA ALLIANCE SDN BHD,"16, JALAN DAGANG 10 TAMAN DAGANG JAYA AMPANG 68000 SELANGOR",,03 - 42918551,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@joy.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41641&sid=271866A09E4E73C18C7EED1FE6D14CAD,JOY CHAN ADVERTISING SDN BHD,355 L & M JLN MELOR TMN PERINGGIT JAYA 75400 MELAKA,,06 - 2818999,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
rachel.teoh@nitto-opto.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35522&sid=A2C38F55D3E801F64C9ADB1B3B63DB82,NITTO OPTOTRONICS SDN BHD,"B-6F-05, IOI BOULEVARD JALAN KENARI 5 BANDAR PUCHONG JAYA 47170 SELANGOR",,03 - 80755388,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
lhlee@ronnieelectronics.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4588&sid=687C6D7BB89DE14CF5842A2EB6DDD5B9,RONNIE ELECTRONICS (J) SDN BHD,"20, JALAN FIRMA 2/1 KAW PERINDUSTRIAN TEBRAU 1 JOHOR BAHRU 81100 JOHOR",,07 - 3555299,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
