CONAME,BIZADD,DATE_SCRAPED,HREF,EMAIL,TEL,FAILMSG 
BURRAQ DYNAMIC MAB SDN BHD,"LOT2-013A,FLOOR 2ND ENDAH PARADE , 1 JALAN 1/149E BANDAR BARU SRI PETALING 57000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85903&sid=852C44E18EDFC975D1ACA01A3F9F61CF,burraqdynamicmba@outlook.com,012 - 6168446,
YON XIN FRESH FARM SDN BHD,"42, 44-47, PASAR BORONG GAT MACALLUM, LORONG 4, LEBUH MACALLUM GEORGETOWN 10300 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33811&sid=786F3C8AB5C5A72A50170B4DC6B27058,chleeyx@gmail.com,04 - 2643933,
WINGNUT VENTURES SDN BHD,LEVEL 23 NU TOWER 2 KL SENTRAL JALAN TUN SAMBANTHAN 50470 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89182&sid=0C58A2708E4475E3013B2271EA6FC748,info@gpbirdsnest.com,3 - 27251324,
KELLY BIRDNESTS SDN BHD,"6, LORONG JELAWAT 2 KAW PERUSAHAAN SEBERANG JAYA PERAI 13700 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89185&sid=12A23FFD60C268B77891438A7EB286E2,kellybnests@gmail.com,04 - 3809981,
CJ BILLION TRADING,LOT 377 BT 151/4 JALAN KLANG BANTING JENJAROM 42600 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83339&sid=C927E9BE11DDD47BD8103F942BA42B2A,cjbilliontrading@gmail.com,017 - 2402400,
AL-HIRAH AGRO & MILLS SDN BHD,"29A, JALAN TELUK PULAI KAW 7 KLANG 41100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82239&sid=530C899DA60E78744CCE15B7CD73D5CB,agro@al-hirah.com,03 - 33701300,
ONE CASTLE (MM2H) SDN BHD,"A7/1 BLOCK A, JALAN SELAMAN 1/1 DATARAN PALMA AMPANG POINT 68000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63957&sid=64C2C6391787BFD9D108E699CDFDF4A8,michele.onecastle@gmail.com,03 - 42702070,
BIOSPRO RESOURCES SDN BHD,"5 LORONG TANAH AMAN 6 TAMAN TANAH AMAN, BUKIT MERTAJAM 14000 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80903&sid=C97B01A1592B82832F53D233DA01F535,sekkiam@yahoo.com,04 - 3983653,
MEGA VMS TRADING,"27, JALAN LADING 26 TAMAN PUTERI WANGSA ULU TIRAM 81800 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77287&sid=24BB0DE38484FE6C057BD86D89B58BD6,skygurlkalai@gmail.com,07 - 8636425,
GOR HUP TRADING SDN BHD,"LOT 8633, BATU 1 JALAN AIR HITAM YONG PENG 83700 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78576&sid=5584ADAF6E8C6BE0FAC95498FFFAC6D9,saltsalt_0809@hotmail.com,07 - 4671003,
AR-RIYAD CATERING SDN BHD,"31-2,JALAN SETIAWANGSA 9 TAMAN SETIAWANGSA WILAYAH PERSEKUTUAN 54200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78670&sid=BD2A566D24909B507E9FD906981D4B69,arriyad.catering@yahoo.com,03 - 42560048,
SRIMANS BIOTECH SDN BHD,"D-00-03A PUTRA MAJESTIK JALAN KASIPILLAY OFF JALAN IPOH, BATU 2 1/2 51200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78871&sid=E798FC17F21C9E8C48B244D99BF5FC0F,srimans.biotech@gmail.com,03 - 40411266,
JOHAWAKI TRADING & MACHINERIES SDN BHD,"WISMA JOHAWAKI LOT 3669, JALAN BATU TIGA-SG. BULOH SECTION U6, SHAH ALAM 40150 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48817&sid=975D319DCF713B7BC62E3EE212FD6BCD,trading@johawaki.com.my,03 - 78471111,
BEHN MEYER CHEMICALS (M) SDN BHD,NO. 5 JALAN TP2 TAMAN PERINDUSTRIAN SIME UEP SUBANG JAYA 47600 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61898&sid=84ECEA4DF9C37EA3B0DCBD6E0CE492BE,mikelim@behnmeyer.com.my,03 - 80263333,
KAYSSUMMA TRADING SDN BHD,"TB 14401 LOT 258, BLOCK A, TAMAN UNIPARK KM. 6, JALAN KUHARA, TAWAU 91000 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79289&sid=C2298B55FE1DEB3A43459B87979F12A1,ktsb92@yahoo.com,089 - 762622,
OUD UNITED DISTILLERY SDN BHD,72 FIRST FLOOR JLN.S2/F1 FIRST AVENUE GARDEN HOMES SEREMBAN 2 70300 NEGERI SEMBILAN,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73925&sid=EA426326CC616C0F6C8102A1462BA5F1,oudshareena@gmail.com,06 - 6318030,
GATI GREEN AGRICULTURAL TRADE INDUSTRY,49 JALAN BUKIT MANTIN 3 TAMAN BUKIT MANTIN 71700 NEGERI SEMBILAN,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75988&sid=94AB041AAC46984299B0B20718E99FE0,felicityfelicity49@yahoo.com,016 - 3715342,
SERAMA CORPORATION SDN BHD,"11-2, BLOCK B, JALAN SELAMAN 1 DATARAN PALMA AMPANG 68000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30645&sid=70B0B740A6E7908971F55972CEF2FD76,seramacorporation@gmail.com,03 - 42707181,
TK HYDRO PLANT TECHNOLOGIES SDN BHD,"22, FIRST FLOOR JALAN SAUJANA INDAH 1 TMN SAUJANA INDAH, SEKSYEN U2 40150 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7274&sid=7893E452BAAF750DE5D3CFEB81BE0776,tuluskurnia@gmail.com,03 - 78456516,
ALOE VERA INTERNATIONAL SDN BHD,151-6-6A WISMA MUTIARA PUCHONG JALAN PUCHONG 58200 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74821&sid=ADD0E084D2F969A0515DE5CE1DC2E530,settlee_thien@hotmail.com,03 - 77852584,
SEIKO MARINE PRODUCTS SDN BHD,"30, JALAN MERU INDAH 20 TAMAN PERINDUSTRIAN MERU INDAH KAPAR,  KLANG 42200 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2439&sid=CBEDA2ED7BEC4650C82393B5C010EDD4,seikofoods@yahoo.com,03 - 33931351,
HNG BROTHERS FROZEN FOOD SDN BHD,"1952, LRG 4 PERKAMPUNGAN JAWI SUNGAI BAKAP 14200 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74911&sid=E6736118A4BF6B0988EDD3F8BEEA8CBC,Ryan_leng@live.com,014 - 9023850,
TRULY FRUITS SDN BHD,"LOT,126 MELAKA HALAL HUB KAW PERINDUSTRIAN SERKAM 77300 MELAKA",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67243&sid=7F6B3F7B5CA4A170FC32701C79BDB34A,latif@et.net.my,017 - 3467811,
QL FOODS SDN BHD,LOT 9120 & 9121 JALAN TEPI SUNGAI HUTAN MELINTANG 36400 PERAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12418&sid=68D7D809A04DFCA5CB80C479587EB35B,inquiry@qlfoods.com.my,05 - 6415805,
SYNERGY FARM (M) SDN BHD,"21A, JALAN ZAINAL ABIDIN GEORGETOWN  10400 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14746&sid=45AF2C7967E0681C6BF03FDE0B4E6407,azrul@unicollegeedu.my,04 - 2296607,
PADISHAH PROSPER SOLUTIONS,"16, JALAN 41 CHERAS BARU TAMBAHAN  68100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73223&sid=2E74883B432CF4C1CE13188FC498A0E6,oleensoylu@yahoo.com,012 - 2066857,
SBA SYUKUR ENTERPRISE,"12A, LORONG ALMA JAYA 37 TAMAN ALMA JAYA BUKIT MERTAJAM 14000 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76274&sid=3CB89F239D6DF9BCA74D1EB3409CBF07,sba.syukur87@gmail.com,012 - 4880927,
MAYFRESH FROZEN SEA PRODUCTS SDN BHD,"115, JALAN FERI LAMA TANJUNG GEMOK  26820 PAHANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10476&sid=CD4CFB947E330F5C84260640C2570BF9,mayfresh_sb@yahoo.com,09 - 4131902,
DINDA TRADING GROUP SDN BHD,"SUITE NO. 03-07, 7TH FLOOR MENARA TKSS JALAN SEGAMBUT 51200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70402&sid=3FF8EC6CA6C3DA41EACAB066CD2FCA72,info@dinda.com.my,03 - 62503925,
KING KONG AQUARIUM IMPORTERS & EXPORTERS,"3099, PENGKALAN BATU BKT SEBUKUR  75150 MELAKA",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10691&sid=55005824AF50BF00742BF5AA9EF7DE2B,kkaie@pd.jaring.my,06 - 2322609,
AQUIVA (M) SDN BHD,31 JALAN PERMAS 9/8 BANDAR BARU PERMAS JAYA JOHOR BAHRU 81750 JOHOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39288&sid=168B6FC651B7B893AF11DBA4F5390239,hejhb88@gmail.com,07 - 3872885,
J MITRA SDN BHD,"22, JALAN ANGGERIK DORITIS 31/160 KOTA KEMUNING SHAH ALAM 40460 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10986&sid=18A6BED98B3C95DBE38F2E90336A05B8,mail@jmitra.com.my,03 - 51224363,
MNG FARM PRODUCTS SDN BHD,BLOCK 8-16-M JALAN JALIL PERKASA 15 ARCADE ESPLANAD TAMAN BUKIT JALIL 57000 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74629&sid=F402EA9D88A8F24893B204790C725BB8,mng3218@hotmail.com,03 - 89939020,
MEGA VIEW NETWORK SDN BHD,"SUITE 6-3-2, QUEEN'S AVENUE JALAN SHELLEY OFF JALAN PEEL 55100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60089&sid=EDDF5B3372B3473805765DE68659A89C,myfrozendurian@gmail.com,03 - 91014686,
TS MARINE AQUACULTURE SDN BHD,"SUBLOT 33, 1ST FLOOR TANJUNG MANIS COMMERCIAL CENTRE TANJUNG MANIS, MUKAH 96150 SARAWAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74883&sid=0B7BB720BF13F7B79B1AF22A800A7FC6,bobazrin4860@yahoo.co.uk,016 - 8886924,
COBITO FOOD INDUSTRIES SDN BHD,"BLOCK 11, JALAN IKS 22 TAMAN MALIN JAYA  75250 MELAKA",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15772&sid=4ADDE74287407076AED097942916A3F0,shenionmlk@yahoo.com.sg,06 - 3356616,
AEC VENTURE INTERNATIONAL SDN BHD,18 FIRST FLOOR BISHOP STREET GEORGETOWN 10200 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71593&sid=3C8ACD7B19AC2784F3305C158B6DCA45,real_haida@yahoo.com,04 - 2641335,
MY GOLDENRINE BHD,PLOT 184 JALAN PERINDUSTRIAN BUKIT MINYAK 7 KAW PERINDUSTRIAN BUKIT MINYAK 14100 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75231&sid=6BEE714AAFA006CF1F33FC55FD89DB7A,jess_lim@mygoldenrine.com.my,04 - 5012300,
ROSCORN SDN BHD,PUSAT OPERASI SDSI DAERAH REMBAU BIP KUNDUR JABATAN PERTANIAN 71300 NEGERI SEMBILAN,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72582&sid=F195E161F1A0722BFA21E86DDA706985,mr_roscorn@yahoo.com.my,012 - 6351617,
PUTRA AL-MAWASHI GENETICS SDN BHD,"8-2, JALAN WANGSA SETIA 3 WANGSA MELAWATI KUALA LUMPUR 53300 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67226&sid=E9EB20EAAC8109D7D974D7A4B8335F4E,ridzuan@palmgen.com.my,03 - 41432733,
FEI SIANG TRADING SDN BHD,"20-22, JALAN MEGAH 23, TAMAN MEGAH CHERAS, BATU 9 1/2 CHERAS,  43200 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7131&sid=73913139E157591B33473EA0F6520A1E,feisiangtrading@gmail.com,03 - 90801998,
NOVA MERGERS SDN BHD,6-5 METRO CENTRE JALAN 3/146 BANDAR TASIK SELATAN 57000 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71588&sid=2D9D8EEF7163CFADD8FABFB967DB4CAF,novamergers@yahoo.com,03 - 90562324,
KORAI MIDDLE EAST (M) SDN BHD,"26-2, JALAN 9/23 TAMAN DANAU KOTA OFF JALAN GENTING KLANG 53300 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37445&sid=6DD2859405D9B74D0B46AAFB2E24AFA7,myadvis@gmail.com,012 - 9208079,
NNS PERMATA HOLDINGS SDN BHD,"E204 KELANA PARKVIEW, 1 JALAN SS 6/2 KELANA JAYA PETALING JAYA 47301 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62262&sid=A6C62A059404B27D3F1C7AF429352850,hasmi@nnspermata.com,03 - 78042666,
IRIS NETWORK & RESOURCES,"20, LORONG WANGSA SIAGA 2 WANGSA MELAWATI KUALA LUMPUR 53300 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67425&sid=1BC88507A4EE2B093293B80ECE09A9E7,enquiry@royal-iris.com,03 - 41431151,
CELLTIS SDN BHD,"L-1-33, BLOCK L (1ST FLOOR) JALAN PJU 1A/1, PARCEL 3 TAIPAN DAMANSARA 2, ARA DAMANSARA, PETALING JAYA 47301 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67461&sid=28E5665C67EFB93CBD97C365ED91CDC0,celltis09@gmail.com,03 - 78429204,
PERINTIS DAGANGAN SDN BHD,"SUITE B-17-G, THE MEDAN MEDAN SELAYANG 1 BATU CAVES 68100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68244&sid=57D25468B039F8FB9EE354F747E63CA5,proasli@yahoo.com,03 - 61873796,
LINK INGREDIENTS SDN BHD,"LOT 18A 7 18B, JALAN 241 SECTION 51A PETALING JAYA 46100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68719&sid=CB37929E028EC9997D652BE625036E7D,bankeong.lim@linkingredients.com,03 - 78737355,
HANNAN FOODS SDN BHD,A-3-2 MEGAN PHOENIX  CHERAS 56000 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59114&sid=3AF92B6F8E6F0A68FE2F116642B1EDD6,admin@hannancorp.com,03 - 91025772,
HIDAY ENTERPRISE SDN BHD,"DA204, BATU KAWAH NEW TOWNSHIP JALAN BATU KAWA KUCHING 93250 SARAWAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58457&sid=7109EC12A5234AAF1650B73C3D4E40CA,hidaymy@gmail.com,012 - 8893320,
PERNIAGAAN BISKUT SIN SENG HIANG,"1525, JALAN BESAR TAMAN JAWI SUNGAI JAWI 14200 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57342&sid=4731FD04AA96A5BF8C7511A1CBE26277,wilian_Lee.92@hotmail.com,04 - 5821280,
KY LIBRAN RESOURCES SDN BHD,21 LORONG BURUNG BAYAN 1 TAMAN BUKIT MALURI 52100 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69719&sid=F956BD51EFE1DC1F0F1A028F7E5BFD6A,info.kylibran@gmail.com,03 - 62757252,
TREE MAN CORPORATION (M) SDN BHD,"5-5, PUSAT DAGANGAN UMNO, SHAH ALAM PERSIARAN DAMAI, SECTION 11 SHAH ALAM 40000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69749&sid=7E425CF7FAF98A9043EF758893C8BED7,treeman@gmail.com,03 - 55242900,
KEPALA BATAS BIHUN SDN BHD,1239 JALAN LAHAR KEPAR KEPALA BATAS 13200 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69141&sid=F0C88FBA5188B0FC2B35CE8DBB4EF783,kb_bihun@yahoo.com.my,04 - 5753195,
KLRG PLANTATION,"14, JALAN 25/10 TAMAN KARAK UTAMA BATU CAVES 68100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69913&sid=507CA3B857F40EFCEAAF82C3B7197DF6,ganashekar@yahoo.co.uk,011 - 29144447,
CORN WORLD SDN BHD,"21, JALAN PERDAGANGAN 9 TAMAN UNIVERSITI INDUSTRIAL PARK SKUDAI 81300 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69828&sid=110603CDC9DE2DBB19BF5CAB1F03B2D7,hengfresh@yahoo.com,07 - 5203009,
RB BIOTECH SDN BHD,"B-12-3A PRIMA AVENUE, JALAN PJU 1/39 DATARAN PRIMA 47301 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60939&sid=1A460449BF4B1B3DD6987523E361C988,tctan@rbbiotech.com.my,03 - 78867710,
LOTUS ESSENTIAL SDN BHD,LOT 2293 BUKIT ANGKAT KAJANG 43000 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66201&sid=720546D569E067B11ECB35F7D207159C,lotus.essential@gmail.com,03 - 87343928,
JMS EXIM TRADE CONSULTANCY (M) SDN BHD,28-3-2 JALAN 5/101C CHERAS BUSINESS CENTRE TAMAN CHERAS 56100 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70397&sid=59B0ABFCD6809CAE28D50B729B55143B,jmseximtrade@gmail.com,03 - 91301360,
KENKO REAL ORGANIC SB,A-7-2 KIARAMAS SUTERA BKT KIARA  50480 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12038&sid=B03809C493212091927ADB3D835D22CE,frutti@streamyx.com,03 - 62039936,
SQB AGROTECH SDN BHD,"A-63 TINGKAT 2 , JALAN 1M 3/11 BANDAR INDERA MAHKOTA KUANTAN 25200 PAHANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53752&sid=B5716F1A68B77D4326F7F8191DC0D159,sqbaqua99@yahoo.com,09 - 5733188,
GENIUS PODIUM SDN BHD,E-5-1 JALAN PP 25 PUTRA WALK 43300 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70540&sid=37437EE7185ADA4DFE47665F21E74775,genius.PSB@gmail.com,03 - 89405745,
FZH TRADING SDN BHD,E-1918 KAMPUNG TENGAH KUANTAN 25100 PAHANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61391&sid=E02956D6E64BBA018D80735166D79785,mig2928@yahoo.com,012 - 2303279,
HUEY SEY ENTERPRISE,"12, JALAN CAHAYA BAHRU TAMAN BCB YONG PENG 83700 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13888&sid=435D2C9F2A855DA5FCE3806AD1FA2AA7,showfong_swu@live.com,016 - 2980051,
G-PLANTER SDN BHD,"B-3-30 BLOCK BOUGAINVILLEA, 10 BOULEVARD LEBUHRAYA SPRINT, PJU 6A PETALING JAYA. 47400 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37024&sid=4DEA732947BB173399B2E2E07015236F,info@g-planter.com,03 - 77223180,
HIGH CREATIVITY SDN BHD,PT7154 JALAN CASAURINA 4 TAMAN DESA CASAURINA NILAI 71800 NEGERI SEMBILAN,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70530&sid=2ECE8194CC6CC1803D77982FE9B0E2B9,andrew.kn.lee@gmail.com,012 - 6574697,
POD ORGANICS SDN BHD,"6, LOT 82, 1ST FLOOR SEDCO INDUSTRY CENTRE, KOLOMBONG KOTA KINABALU 88450 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70637&sid=740AF0E3499D21D91F0C28D26A5C26B0,corporate@podsystems.com.my,088 - 381788,
ERAT SEMARAK SDN BHD,"31-3, JALAN SP 2/1 SERDANG PERDANA SERI KEMBANGAN 43300 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65818&sid=1F656AB24B9700A30B220F6CAA7F6585,ymc279@yahoo.com,03 - 89419999,
REVOLUSI MEGAH SDN BHD,"LOT 840, JALAN BATU PAHAT BATU 6, SRI LALANG KLUANG 86000 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70872&sid=1C7FDDC20E68A2EA60269195ACB91AA3,revolusimegahfertilizer@gmail.com,07 - 7595760,
SATNAM SDN BHD,"07-07 MENARA TKSS 206, JALAN SEGAMBUT 51200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71463&sid=B2D49A75D38F69254C4878351B5EA851,nirmal@satnamcorp.com,03 - 62577020,
BLUE PACIFIC FINE FOODS SDN BHD,7&9 JALAN PJU 1A/12 TAMAN PERINDUSTRIAN JAYA 46050 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71603&sid=B6B4E21815090BF0F36835D5CAB748FD,janet.bluepacific@gmail.com,03 - 78476388,
BORNEO MORINGA SDN BHD,"KORORASI PEMBANGUNAN DESA WISMA PERTANIAN SABAH, JALAN TASIK, OFF JALAN MAKTAB PERGURUAN GAYA LUYANG, LOCKED BAG 86, KOTA KINABALU 88998 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70751&sid=9BA4258F69DF2740BF846FB90D3DAA02,liliya@borneomoringa.com,088 - 291302,
KONEL VENTURE SDN BHD,"LOT 3.49, STAR CITY NORTH ASIA CITY ROAD, KOTA KINABALU, 88000 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61040&sid=82E06F62F276729E060A250A24655F7F,gm@konelventure.com.my,088 - 485103,
DHADDE TRADING ( MIRI ) SDN BHD,45 1ST FLOOR JALAN MAJU 96000 SARAWAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72008&sid=CC39C3E0C48CF8594CE2FAE0BBE17ACC,singhwa9777@gmail.com,084 - 215487,
PERAK DUCK FOOD INDUSTRIES SDN BHD,LOT 3525 KG NIBONG TEMERLOH TRONG TAIPING 34800 PERAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3145&sid=FEE86E22D932439F23EBB49E85A6ABAD,duckling_pdi@yahoo.com,05 - 8544146,
M-GEN PROPAGATION SDN BHD,"LEVEL 14, VISTA TOWER, THE INTERMARK 348 JALAN TUN RAZAK  50400 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71922&sid=6EA2FB530713649A99E05BF095D47C0F,safina303@gmail.com,03 - 26901407,
KINRARA B TO B ENTERPRISE,"14, PERSIARAN TERATAI 5 KG SUNGAI RAMAL DALAM KAJANG 43000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41439&sid=26FF44DFF54FF3EDF65C5A20A9D8CF66,kinraraherb@gmail.com,012 - 3000728,
BINTULU YANWO SDN BHD,"127,TAMAN SRI DAGANG JALAN MASJID BINTULU 97000 SARAWAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69484&sid=69A44DDC6477FF066572225520225761,lpchieng@gmail.com,086 - 336168,
NUINFRA MUTIARA FEEDMILL SDN BHD,LOT 13601 KAW PERINDUSTRIAN GONG BADAK  KUALA TERENGGANU 21300 TERENGGANU,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36633&sid=46BF8EB6081D366ED9BEB2705AA1FB4E,nuinframutiara.adm@gmail.com,09 - 6670333,
TSUBAME LIFE SDN BHD,C-5-3 PJU 8/8A EMPIRE DAMANSARA DAMANSARA PERDANA PETALING JAYA 47820 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73052&sid=4A65232B584B7976ED145C34856E3442,ducino@tsubamelife.com,017 - 6552017,
REKABINA UTARA SDN BHD,"2-09-A 3000 JALAN BARU NB PLAZA, PRAI 13700 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73099&sid=8866D55825B3F4B5F17B8C5CD26ECE78,rekabina91@gmail.com,04 - 3995737,
GLOBAL DYNAMIC LEADING ENTERPRISE,"8-1F, JLN SEMENYIH SENTRAL 2 SEMENYIH SENTRAL SEMENYIH 43500 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67444&sid=E7DB34F243920432243C29D037D61EFF,gm.globaldynamic@yahoo.com,016 - 3408641,
