BIZADD,EMAIL,DATE_SCRAPED,CONAME,FAILMSG,TEL,HREF 
"UNIT G-02, GROUND FLOOR BLOCK C JALAN SS 20/27, DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR",info@pamuri.com,'2017-08-02,PAMURI TOKUTOKUYA SDN BHD,,03 - 77283384,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89932&sid=E338BF52D2EF583910D6BECB9773A29C
6 JALAN IKS JURU JAYA TAMAN IKS JURU JAYA SIMPANG AMPAT 14100 PULAU PINANG,des@desbi.com.my,'2017-08-02,DES BUILDING INNOVATE SDN BHD,,04 - 5012211,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69419&sid=B6148A6BE823044C6A62E664B0E42F15
NO 17 JALAN PSS 2 TAMAN PERINDUSTRIAN SUNGAI SEDU SUNGAI SEDU BANTING 42700 SELANGOR,globefit@pipes-fitting.com,'2017-08-02,GLOBEFIT MANUFACTURING SDN BHD,,03 - 31913706,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=91976&sid=5BB9B5655EB4CA3B6CF020146082EC89
"LOT 335 (C), BATU 26 JLN SG. LALANG ULU SEMEYIH 43500 SELANGOR",zulfairis@kenafshoppe.com,'2017-08-02,KPC MANUFACTURING (M) SDN BHD,,011 - 14269739,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60763&sid=F2828E0EB86362C72075853D39DF0FA5
12 & 14 JALAN TSB 3 TAMAN INDUSTRI SG. BULOH SUNGAI BULOH 47000 SELANGOR,cally@steadyculture.com,'2017-08-02,DESIGN NT SDN BHD,,03 - 61573035,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81660&sid=6208DB6F93689F00F670CEE364011C92
"BLOCK A, #06-10 PLAZA MONT KIARA 2, JALAN KIARA 50480 KUALA LUMPUR",mis.tasynergy@gmail.com,'2017-08-02,CAHAYA PASIFIK SDN BHD,,03 - 62016007,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79408&sid=151490ABF4C7241131345C0F178BA796
1-03-02 SRI RELAU COMPLEX PERSIARAN BUKIT JAMBUL 1 RELAU 11900 PULAU PINANG,tksbuilding@yahoo.com,'2017-08-02,TKS BUILDING SUPPLIES SDN BHD,,04 - 6430229,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89605&sid=DAD64A2EE5F9946B37C4CA65B01F2501
105-B VILLA SHOPLEX PUDU IMPIAN 3 56100 SELANGOR,suntiga@yahoo.com,'2017-08-02,SUNTIGA CONCRETE SDN BHD,,03 - 92814428,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89640&sid=87C00F93C668888632276ACBD55698A1
54-C JALAN DANAU LUMAYAN 1 PUSAT PERNIAGAAN DANAU LUMAYAN 56000 KUALA LUMPUR,info@printline.com.my,'2017-08-02,LINEA DE IMPRESION SDN BHD,,03 - 91747117,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89639&sid=DB751D10B0454E60FF53D61F5B8FA772
"120, JALAN SS 24/2 TAMAN MEGAH PETALING JAYA 47301 SELANGOR",ckstmih@pd.jaring.my,'2017-08-02,MIGHTY SHIELD INDUSTRIES SDN BHD,,03 - 78052233,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11608&sid=BAC73719A09F00507058BB26C26148F8
"19, JALAN KEMUNING PRIMA C33/C KEMUNING UTAMA SECTION 33 SHAH ALAM 40400 SELANGOR",enquiry@sonneenergie.com,'2017-08-02,INNOTEAM TECHNOLOGY SDN BHD,,03 - 51220535,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73194&sid=32B1C07E82ACD7364F5EF6CA99DB3661
"LOT 2213, 9TH MILE, KEBUN BARU JALAN KASAWARI TELOK PANGLIMA GARANG 42500 SELANGOR",cjlim@trocellen.com.my,'2017-08-02,TROCELLEN S.E.A. SDN BHD,,03 - 31221213,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3347&sid=0DF31147810A41FA1350B0EED7F9A6D1
"19, JALAN GAN CHAI LENG TAMAN CHAI LENG PRAI 13700 PULAU PINANG",info@improvex.com.my,'2017-08-02,IMPROVEX SDN BHD,,04 - 3980026,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59844&sid=FCF9E4D4C791FFC54898E73BDD4CE901
"LOT 3, JALAN JASMINE 6 BUKIT BERUNTUNG INDUSTRIAL PARK MUKIM SERENDAH 48300 SELANGOR",wonglm@astino.com.my,'2017-08-02,ASTINO (M) COLOUR STEEL SHEET SDN BHD,,03 - 60283882,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8978&sid=3801A82D647C356C1713676E99FDDC82
"LOT 3227, JALAN PERINDUSTRIAN MAHKOTA UTAMA TAMAN PERINDUSTRIAN MAHKOTA BERANANG 43700 SELANGOR",sales.aluworld@gmail.com,'2017-08-02,ALUWORLD EXTRUSION SDN BHD,,03 - 87237303,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89915&sid=5AA1ED19209654A9BB2D90433643353E
"PT. 813, JALAN PERUSAHAAN 1 KAW PERUSAHAAN, BATU 17 RAWANG 48000 SELANGOR",saysong.hardware@gmail.com,'2017-08-02,SAY SONG HARDWARE TRADING SDN BHD,,03 - 60936524,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89866&sid=A1D9626DB9309D3879330E458D6DBD8A
"24, JALAN 6/91 TAMAN SHAMELIN PERKASA CHERAS 56100 KUALA LUMPUR",chtan@lanhoe.com.my,'2017-08-02,GREFAC (M) SDN BHD,,03 - 92811323,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90383&sid=7E538B3B12BD73948BB5624B38001F32
"LOT 1339, BATU 22 1/2 SUNGAI LALANG SEMENYIH 43500 SELANGOR",vanesse@woodlandor.com.my,'2017-08-02,WOODLANDOR WOOD PRODUCTS SDN BHD,,03 - 87232233,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3100&sid=D4DB08405E41FFE939A7BE87F196E7CE
"12, JALAN ASTAKA U8/83 SEKSYEN U8, BUKIT JELUTONG SHAH ALAM 40150 SELANGOR",general@ymctech.com,'2017-08-02,YMC TECHNOLOGIES SDN BHD,,03 - 78454033,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72187&sid=08B7B5FDC1FBA7CE5878635C9217512C
"24, JALAN EMAS SD5/1B BANDAR BARU SRI DAMANSARA KEPONG 52200 KUALA LUMPUR",riverlim88@gmail.com,'2017-08-02,HUP SENG SANITARY WARES SDN BHD,,03 - 62756040,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35554&sid=86DEF02A4B41757C4A2717A52C1637CC
"NO. 11, MAHKOTA INDUSTRIAL PARK, JALAN IM 3/9, BANDAR INDERA MAHKOTA, KUANTAN 25200 PAHANG",hubeisam@gmail.com,'2017-08-02,SAMS ALUMINIUM EXTRUSION SDN BHD,,09 - 5735988,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70178&sid=42983140F07F82EA6EB648819CF5E7C4
NO 144 JALAN BATU ESTATE SEGAMBUT 51200 KUALA LUMPUR,goldman6149@yahoo.com,'2017-08-02,LESAN INDUSTRIAL SDN BHD,,012 - 2183755,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92854&sid=709A188B6996244B51E077C05050CFDE
2265 BLOCK B JALAN BUKIT MINYAK SIMPANG AMPAT 14100 PULAU PINANG,ashleyruspert_rec@yahoo.com,'2017-08-02,RUSPERT ECO COATING TECHNOLOGY (MALAYSIA) SDN BHD,,04 - 5015999,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86896&sid=ADFB07CBF75519E0953727287AF56B00
11 JALAN WIRA 5 TAMAN TAN SRI YAACOB INDUSTRIAL PARK SKUDAI 81300 JOHOR,salesadmin@asiahai.com.my,'2017-08-02,ASIAHAI INDUSTRIES SDN.BHD.,,07 - 5116268,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92806&sid=2B9C2AB2623FF6FE6AC8F0FB86E58BD8
200B PERSIARAN PEGAGA TAMAN BAYU PERDANA  41200 SELANGOR,oas.malaysia@gmail.com,'2017-08-02,OUTDOOR ADVERTISING SPECIALIST,,012 - 3121533,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92915&sid=65D22E664A615FB967130E76C6D85E82
2ND FLOOR NO 2 LORONG PAHLAWAN 7E PUSAT JAYA LI HUA 96000 SARAWAK,info@relianceserv.my,'2017-08-02,RELIANCESERV SDN. BHD.,,084 - 220773,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93894&sid=76116AFB8274717D9572F21F67FB1C62
RM 1299-A KAWASAN PERINDUSTRIAN REMBIA ALOR GAJAH 78000 MELAKA,michellekoh@mastertec-wirecable.com,'2017-08-02,MASTER TEC WIRE & CABLE SDN BHD,,06 - 3161111,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15566&sid=830A4F4C35A6E87A424402688267433D
"19, JALAN MERANTI PERMAI 3 MERANTI PERMAI INDUSTRIAL PARK BATU 15, JALAN PUCHONG 47100 SELANGOR",enquiry@ply-tec.com,'2017-08-02,PLY TEC FENCING SYSTEM INDUSTRIES SDN BHD,,03 - 80612888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70866&sid=BAD06B6B08D676878936F1F4D80F6C6E
"18, 20 & 22, JALAN SERI SULONG 27A TAMAN INDUSTRI SERI SULONG BATU PAHAT 83500 JOHOR",mk@ah-hai.com,'2017-08-02,AH HAI INDUSTRIES SDN BHD,,607 - 4102188,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9334&sid=819986D074C00CA82E3A0E08B4086810
NO 18 JALAN LP 2A/2 TAMAN LESTARI PERDANA SERI KEMBANGAN 43300 SELANGOR,hr@targetprecast.com,'2017-08-02,TARGET CRANE & LOGISTIC SDN BHD,,03 - 89441388,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93928&sid=9A4697057D305B995FA6A48A3C538608
3092A JALAN MERBAU 2 BANDAR PUTRA KULAIJAYA 81000 JOHOR,solihan@zahanresources.com.my,'2017-08-02,ZAHAN RESOURCES SDN BHD,,07 - 5981610,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82028&sid=36F918140089A4B6ED13587F503E0995
"LOT 1643,1ST FL, JLN DATU PGN. HJ. MATUSSIN, LAWAS  98850 SARAWAK",altarmar@live.com,'2017-08-02,ALTAR MARKETING,,08 - 262622,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41583&sid=12C9C5312BBB88ED3987DC914576201F
"LOT 3119, BATU 3, JALAN SALLEH BUKIT TREH MUAR 84000 JOHOR",exportsales@vitally.com.my,'2017-08-02,VITALLY SDN BHD,,06 - 9524206,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56472&sid=7B525E16797A923FBB2513A3DD278F76
"48, 48A & 48B, JALAN ALFA C U6/C PUSAT PERDAGANGAN SUBANG PERMAI SHAH ALAM 40150 SELANGOR",infokjsb@yahoo.com,'2017-08-02,KJSB INDUSTRIAL CORPORATION (M) SDN BHD,,03 - 78456666,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11836&sid=593791ED9ED0D0BABAA3D2F2D91041DD
"8-01, JALAN SRI PERKASA 1/3 TAMAN TAMPOI UTAMA JOHOR BAHRU 81200 JOHOR",wsliow@chuanluck.com,'2017-08-02,CHUAN LUCK SDN BHD,,07 - 2413715,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74208&sid=66E64B1D36238AB8871735AF5F33D893
PLO 809 JALAN KAMPUNG PASIR GUDANG BARU PASIR GUDANG INDUSTRIAL ESTATE ZONE 12B PASIR GUDANG 81700 JOHOR,info@pantechssalloy.com,'2017-08-02,PANTECH STAINLESS & ALLOY INDUSTRIES SDN BHD,,07 - 2518888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56437&sid=265A95009228DCC4BDADE6F4A2F1FEAC
"LOT P.T. 1353, JALAN MOHD TAIB KAW INDUSTRIAN SUNGAI CHOH RAWANG 48000 SELANGOR",koksiong@thunghing.com,'2017-08-02,THI HARDWARE TRADING SDN BHD,,03 - 60932626,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10812&sid=C5280F61EF7A54ADBFA4D968052293D8
NO.6 JALAN INJAP 34/4 TAMAN PERINDUSTRIAN BUKIT KEMUNING SHAH ALAM 40470 SELANGOR,vincetan@cxem.com.my,'2017-08-02,C X INDUSTRIES SDN BHD,,03 - 51661662,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34359&sid=BF9D264F7DF11AD350B1FB9779C1F2C8
LOT PT1351 JALAN MOHD TAIB KAWASAN INDUSTRIAN SG CHOH RAWANG 48000 SELANGOR,ruth@thunghing.com,'2017-08-02,THUNG HING INDUSTRIAL TRADING SDN BHD,,03 - 60999988,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93999&sid=52ABD59829648B2EB3118F575AAC1554
20 JALAN KESIDANG 2 KAWASAN INDUSTRIAN SG CHOH SERENDAH 48200 SELANGOR,ruth@thunghing.com,'2017-08-02,SERAI HARMONI SDN BHD,,03 - 67347218,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94007&sid=97CC9FB1154D4F37C3E2B44C8CE063D7
21A JALAN BANDAR 1 TAMAN MELAWATI 53100 KUALA LUMPUR,vianatura.sb@gmail.com,'2017-08-02,VIA NATURA (MALAYSIA) SDN BHD,,03 - 40166077,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94235&sid=7BA2CB7EBB6F1AE79CC6E60162ED81A9
"28, JALAN TIRAM 14 TAMAN PERINDUSTRIAN TIRAM OFF JALAN SUNGAI TIRAM, ULU TIRAM 81800 JOHOR",sengliyengineering@gmail.com,'2017-08-02,SENG LIY ENGINEERING (M) SDN BHD,,16 - 6636890,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87332&sid=F91153EADFEB5E5B272F4C2290EF39AF
NO 55 B JALAN SS 6/12 KELANA JAYA PETALING JAYA 47301 SELANGOR,info@tijarapaint.com,'2017-08-02,TIJARA INDUSTRIES SDN BHD,,03 - 78049177,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94212&sid=C0D85B374FD6D737D87E80E3E30F76E8
SUITE 12-15 12TH FLOOR MENARA TJB 9 JALAN SYED MOHD MUFTI 80000 JOHOR,fraser@stickjoy.com,'2017-08-02,STICKJOY SDN BHD,,012 - 7644321,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94234&sid=F7D52F57627476E35B91AF33BD0AC947
17-11 THE BOULEVARD OFFICE MID VALLEY CITY LINGKARAN SYED PUTRA 59200 KUALA LUMPUR,admin@cwgroupint.com,'2017-08-02,CW CONCEPT SDN BHD,,03 - 22022666,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94224&sid=C4445C69F23D48E85E41AC24570E748D
"B-3-28, BLOCK B MERCHANT SQUARE NO 1 JALAN TROPICANA SELATAN 1 PJU 3 PETALING JAYA 47410 SELANGOR",admin@fixus.com.my,'2017-08-02,FIXUS SOLUTIONS SDN BHD,,03 - 78800568,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94218&sid=CAD7E0324A044BAC73B1BA0F75B13D17
"LOT 11,JALAN PERUSAHAAN 1,KAW PERUSAHAAN, BATU 17 RAWANG DAERAH GOMBAK, RAWANG 48000 SELANGOR",sales@tsbgroup.com.my,'2017-08-02,TAN EAN CHIEW & SONS INDUSTRIES SDN BHD,,03 - 60914507,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69495&sid=A7477FA75A35DA541A33895150943180
A 13 KAWASAN MIEL FASA 3 BATANG KALI  44300 SELANGOR,office@agisson.com.my,'2017-08-02,AGISSON RESOURCES SDN BHD,,03 - 60574401,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94231&sid=AA83FCC0B86ADE35C925D1B0BE5D3541
25 JALAN PENTADBIR U1/30 HICOM GLENMARIE INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR,anseemax@gmail.com,'2017-08-02,ANSEEMAX SDN BHD,,03 - 55679288,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94237&sid=E214E15B7738D64014BB10A8CC243873
"24, JALAN UTARID U5/14 SECTION U5 SHAH ALAM 40150 SELANGOR",ina@deltaperdana.com.my,'2017-08-02,DELTA PERDANA SDN BHD,,03 - 78454997,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36486&sid=A582C9DDF49910DE4263FF57A5E14764
NO 26 JALAN UTAMA 2/28 TAMAN PERINDUSTRIAN PUCHONG UTAMA 47140 SELANGOR,sales@maxwellvalve.com,'2017-08-02,MAXWELL VALVE INDUSTRY SDN BHD,,03 - 80603325,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94563&sid=768FE165C524F4759A1A245DFD179148
NO 9 & 10 JALAN PKNK 3/7 KAWASAN PERUSAHAAN SUNGAI PETANI 08000 KEDAH,limwise@shijiru.com,'2017-08-02,TPS INNOVATIONS SDN BHD,,04 - 4102148,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94472&sid=2EDD49387C6BFCEC71D6B2D338ED828D
LOT2199 JALAN BARU SUNGAI BULOH KAMPUNG BARU SUNGAI BULOH SUNGAI BULOH 47000 SELANGOR,stnstudio@yahoo.com,'2017-08-02,STONE STUDIO INDIA SDN.BHD,,03 - 61579964,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94462&sid=0505BA42BD0DB9E7F2B96CC321389FD6
"8, JALAN PTP 1/1 TAMAN PERINDUSTRIAN TASIK PERDANA PUCHONG 47100 SELANGOR",area.esmy@gmail.com,'2017-08-02,AREA ENVIRONMENTAL SUPPLY SDN.BHD.,,03 - 80602855,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76723&sid=B0EF134A3601FA186A47A8D1AC436783
11A JALAN ENDAU MERSING  86800 JOHOR,prudent_engworks@hotmail.com,'2017-08-02,PRUDENT DEVELOPMENT SDN BHD,,007 - 7994066,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94358&sid=B0FEBB25F5198374DB63E0D5D55E921D
PLO 125 JALAN CYBER 5 SENAI INDUSTRIAL PARK III  81400 JOHOR,shintegrate@yahoo.com,'2017-08-02,SH MEGA TECH SDN BHD,,07 - 5900886,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94612&sid=1B61D0F4EA747A5B3CDF5ED9184897A7
37 JALAN SALUNG 33/26 SECTION 33 SHAH ALAM 40400 SELANGOR,chris@iwe.com.my,'2017-08-02,INDUSTRIAL WATER ENGINEERS (M) SDN BHD,,03 - 51220319,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73678&sid=606117B719F8C62A9C710B054EF2C215
"PLOT 54, JALAN JOHAN 1/6 KAW PERINDUSTRIAN PENGKALAN 2 PUSING 31550 PERAK",ltp@engineering.com.my,'2017-08-02,LTP ENGINEERING SDN BHD,,05 - 3663266,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31201&sid=E4E98D379C6781D335CDD06BA52337BD
"S87 & S88 JALAN DATO HJ. 2 , TAMAN TAN YEW LAI BATU 6 , JALAN PUCHONG 58200 KUALA LUMPUR",enquiry@amware.com.my,'2017-08-02,AMWARE INDUSTRIES SDN BHD,,03 - 77858873,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82963&sid=E67C637D8184D44CF6614C5B715DB8F5
SUITE 18.1 MENARA GENESIS (HSBC TOWER) 33 JALAN SULTAN ISMAIL 50250 KUALA LUMPUR,info@infinity-platinum.com,'2017-08-02,INFINITY PLATINUM (M) SDN BHD,,03 - 21412682,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94614&sid=AE2E408A59AF3CC3300B686AD6C5707D
H-1-5 JALAN PJU 1A/20E DATARAN ARA DAMANSARA PETALING JAYA 47301 SELANGOR,anthony.choo@greendex.com.my,'2017-08-02,GREENDEX SDN BHD,,03 - 78483329,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43952&sid=0D1459FF29C345AE89400DFC8FA76D51
"B-6-20 BLOCK B, ATIVO PLAZA 1 JALAN PJU 9/1, DAMANSARA AVENUE BANDAR SRI DAMANSARA 52200 KUALA LUMPUR",sales@trafficsafety.com.my,'2017-08-02,TRAFFIC SAFETY ENGINEERING SDN BHD,,03 - 62638854,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12578&sid=7A3F23929FEBDE4DA2796838B9B6004D
NO 9 & 10 JALAN PKNK 3/7 KAWASAN PERUSAHAAN SG PETANI 08000 KEDAH,limwise@shijiru.com,'2017-08-02,VIVO RAISER SDN BHD,,04 - 4102148,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94561&sid=02B34C71F6B04933B8ABB5876AF959C2
48-A LEVEL 1 & 3 JALAN SS22/25 DAMANSARA JAYA PETALING JAYA 47400 SELANGOR,goldecogreen@gmail.com,'2017-08-02,GOLD ECO GREEN SDN BHD,,03 - 77318564,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95262&sid=E59C5FD236F048673EE6C7EEB6300D15
LOT 3596 JALAN KUALA SELANGOR BATU 20 KAMPUNG MERBAU INDAH SUNGAI BULOH 47000 SELANGOR,lklhardware@gmail.com,'2017-08-02,LKL HARDWARE SDN. BHD.,,03 - 60382231,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95347&sid=77919759436FE90F770D4B5CD7BB4312
PTD 6021 JALAN LAPIS ASRAKAL BATU 6 JALAN TANJUNG LABOH BATU PAHAT 83000 JOHOR,tanweesang@gmail.com,'2017-08-02,VIM ADVANCE TRADING SDN. BHD.,,07 - 4285886,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95510&sid=90C31DEEE0998E9D520C85A187EC29DF
"K-9611, FIRST FLOOR, JALAN KUBANG KURUS TAMAN CHUKAI UTAMA KEMAMAM 24000 TERENGGANU",hawkstechnologies@gmail.com,'2017-08-02,HAWKS TECHNOLOGIES (M) SDN BHD,,09 - 8503040,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41135&sid=0BF011C99C98BBAC2461CABE4B71D03D
"168, KAW PERINDUSTRIAN AIR KEROH AIR KEROH  75450 MELAKA",info@power-weld.com,'2017-08-02,LEEDEN POWER WELD SDN BHD,,06 - 2323288,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11951&sid=9CC23B0E608C93D1D4A9784B06C41D1B
A-1-9 JALAN PJU 1A/20A DATARAN ARA DAMANSARA 47301 SELANGOR,whiterocksb@yahoo.com,'2017-08-02,ASAS INNOVASI (M) SDN BHD,,03 - 78453777,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79700&sid=D90F5D74C744BFD608A0EA9F1910FC74
46A JALAN LAPANGAN 11 PUSAT PERNIAGAAN LAPANGAN JAYA  31650 PERAK,admin@mountaininnovat.com,'2017-08-02,MOUNTAIN INNOVATIONS SDN BHD,,05 - 2411272,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95880&sid=6BA5877121A82C55534AEF2A1777C2FC
"LOT 5005 JALAN MERU, 5 1/4  MILE KLANG 41050 SELANGOR",regionsystem99@gmail.com,'2017-08-02,REGION SYSTEM SDN BHD,,03 - 33927011,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13929&sid=925EE4A5CB6BD37C3B6D36FA3DBBCF0F
"IRIS SMART TECHNOLOGY COMPLEX TECHNOLOGY PARK MALAYSIA, BUKIT JALIL IRIS COPORATION BERHAD 57000 KUALA LUMPUR",marketing@iris.com.my,'2017-08-02,IRIS LAND SDN BHD,,03 - 89960788,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77243&sid=E8948B57CB501A647962150D85C202DF
43-1A JALAN METRO PERDANA TIMUR 2 TMN USAHAWAN KEPONG 52100 KUALA LUMPUR,kien.woon@gmail.com,'2017-08-02,RENOWNED PROPERTY SDN BHD,,12 - 3497622,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64700&sid=B14027F53810BCF7750EA71BBB84B2FC
NO 2 JALAN DUKU OFF JALAN KASIPILLAY 3RD MILE JALAN IPOH 51200 KUALA LUMPUR,info@solidsolutions.com.my,'2017-08-02,SOLID GREEN TECH SOLUTIONS SDN BHD,,03 - 40444888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96074&sid=87E6353A7052FF7C98F8AF3F273FB97B
"LOT 9022, JALAN SUNGAI BUAYA KAMPUNG KOSKAN RAWANG 48200 SELANGOR",supeng@api.com.my,'2017-08-02,API PRECAST MARKETING SDN BHD,,03 - 60284088,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96027&sid=0F4C8B5DD58BAD3A1524F679B1688BB0
2 JALAN 1/38H TAMAN SRI BINTANG 52100 KUALA LUMPUR,info@aathaworld.com,'2017-08-02,AATHAWORLD SDN BHD,,013 - 2873218,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96132&sid=388DDE32939D7B0CA11D0751A99AA12B
"PLOT 3, KAW PERUSAHAAN SUNGAI PETANI (LPK), FASA 4 SUNGAI PETANI 08000 KEDAH",ahmaddaumi@gmail.com,'2017-08-02,TEKNO LOGAM SDN BHD,,04 - 4413770,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3259&sid=5E53D6F3B8C9F53DF99E91EE7A50D6E5
B-5-8 PLAZA MONT KIARA MONT KIARA 50480 KUALA LUMPUR,admin@nanoedge.com.my,'2017-08-02,NANOEDGE SDN BHD,,03 - 62075798,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96357&sid=99369CF87B83F6221EB504EBF00A779A
NO 12 JALAN 51A/213 SEKSYEN 51A PETALING JAYA 46050 SELANGOR,andychin@feruni.com,'2017-08-02,UNIQREKA CERAMICA SDN BHD,,03 - 77847277,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96270&sid=D49026B6800E8049DC89DEFBED9EE5A0
50 JALAN TSB 3 TAMAN INDUSTI SUNGAI BULOH SUNGAI BULOH 47000 SELANGOR,tochew@plascrew.com,'2017-08-02,PLASCREW INDUSTRIAL SDN BHD,,03 - 61563910,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71733&sid=AC8EDA8BFF55C2CCC56217901D9796A2
LOT 5755-3 KIDAMAI INDUSTRIAL PARK BUKIT ANGKAT SUNGAI CHUA KAJANG 43000 SELANGOR,bcting@castwell.com.my,'2017-08-02,CASTWELL INDUSTRIES (M) SDN BHD,,03 - 87337812,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96375&sid=A44A7FBFA003DEF7B4888D5E7339DA72
