EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL 
ganyeechuan@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73767&sid=667910AC98D18467E1899047D15246CE,YJ PRODUCTS SDN BHD,9 LORONG SELAMPIT 21A TAMAN KLANG JAYA KLANG 41200 SELANGOR,,03 - 33243315
info@focusappliedtechnologies.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71754&sid=466C44823197E14AB479E5254F2DC5F3,FOCUS APPLIED TECHNOLOGIES SDN BHD,"34, JALAN JAWI INDAH TAMAN JAWI INDAH JAWI 14200 PULAU PINANG",,04 - 5822466
chicoautosupply@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80521&sid=1992C48073A11C65CA31970CAD091C24,CHICO AUTO SUPPLY SDN BHD,63 JALAN GLASIAR TAMAN TASEK JOHOR BAHRU 80200 JOHOR,,07 - 2371223
rssb2468@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80698&sid=8E434A822E858D54DE69BBADDF08E85A,RELIABLE SUPPLIES SDN BHD,16 JALAN BA/12 KAW PERUSAHAAN BUKIT ANGKAT KAJANG 43000 SELANGOR,,03 - 87399000
glopacsb@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=32987&sid=9DEDE6C7321ED62BA97FA6227FC6DF79,GLOBAL-PACIFIC MANUFACTURING SDN BHD,"6, LOT 10473 JALAN KAMUNTING 3 BUKIT BERUNTUNG 48300 SELANGOR",,03 - 60211668
nms@nachi.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85242&sid=27A7A031D578DD8947217176A390160A,FUJIKOSHI-NACHI (M) SDN BHD,17 JALAN USJ 21/3 UEP SUBANG JAYA 47630 SELANGOR,,03 - 80247900
allantham@cepco-group.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78221&sid=47EF6BA4A173F71FF2119744714CB3B2,CEPCO ELECTRONICS (M) SDN BHD,PLOT 991 SOLOK PERUSAHAAN 3 KAW PERUSAHAAN PERAI MIEL 13600 PULAU PINANG,,04 - 3978855
nicoletan@triplus.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11567&sid=7B9BFD357BA39156E9FEED354A4D397D,TRIPLUS PRECISION TOOLS & DIES SDN BHD,"LOT 5012, JLN TERATAI 5½ MILE, MERU KLANG 41050 SELANGOR",,03 - 33929788
everspark@everspark.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6176&sid=910AD069D36A1966923CE4D87BD6C74E,EVERSPARK INDUSTRIES SDN BHD,"PLO 222, JALAN CYBER 14 KAW PERINDUSTRIAN SENAI IV SENAI 81400 JOHOR",,07 - 5981118
laihenglaiheng@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76669&sid=17600D607EDC864CCBE1BC43121DCC59,LAIHENG TRADING SDN BHD,"109-7 BATU SATU JALAN BAKRI, MUAR 84000 JOHOR",,06 - 9531197
nasty.portflow@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76975&sid=C126308232FBBF5F376190850B872B9D,NASTY PORT FLOW SDN BHD,"31, JALAN TS 6/2 TAMAN PERINDUSTRIAN SUBANG SUBANG JAYA 47510 SELANGOR",,017 - 7774571
enquiry@tcie.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77028&sid=BF90691C5D19318C0363AC96772A33A7,TAN CHONG INDUSTRIAL EQUIPMENT SDN BHD,"LOT 3, JALAN PERUSAHAAN SATU BATU CAVES  68100 SELANGOR",,03 - 61899832
emerlyn@jegfiltration.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75708&sid=8C8FA7F744FEDA30B11481B7A946A417,JEG FILTRATION SDN BHD,"57 JALAN KEBUN NENAS 1A/KS7 BANDAR PUTERA, KLANG 41000 SELANGOR",,03 - 33182833
sales@seasonair.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11365&sid=5225182B7EFCF11A4F4D7810BC9683A5,SEASONAIR (M) SDN BHD,"LOT 4, JALAN IPOH, 18TH MILE RAWANG INDUSTRIAL & HOUSING ESTATE RAWANG 48000 SELANGOR",,03 - 60921519
wfoo@rockefellerventures.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74899&sid=EE19179BFB44F3497FFF98E4B266F0C9,ROCKEFELLER VENTURES,"BLOK 55 TINGKAT 7, UNIT NO.9 JALAN PANTAI DALAM 59200 KUALA LUMPUR",,016 - 2118089
daptee@live.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8186&sid=CBEE70A16320DDCEFDA710FAEAE239F4,DELLOYD AUTO PARTS (M) SDN BHD,"LOT 2592, JALAN SERULING 59 KAW. 3, TAMAN KLANG JAYA KLANG 42450 SELANGOR",,03 - 33242886
tas@triumphal.biz,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10203&sid=149534198F97B3E1986564B6987B3133,USG PRODUCTS SDN BHD,"LOT 728, JALAN KAPAR / KU6 TAMAN KLANG UTAMA KLANG 42100 SELANGOR",,03 - 32907886
rksa@rk-malaysia.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10919&sid=6FD98FEBE11C23E9292E8D2BC831E345,RK SOUTH ASIA SDN BHD,2440 LORONG PERUSAHAAN 10 PRAI INDUSTRIAL ESTATE 13600 PULAU PINANG,,04 - 3907841
yuttrw@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6760&sid=D064ECADD8E5F671BB42341560E32884,T-T.R.W INDUSTRIES SDN BHD,"PLOT 23 & 24, LORONG KILANG 13 TUPAI LIGHT INDUSTRIAL AREA TAIPING 34000 PERAK",,05 - 8076228
smaind96@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74620&sid=4B5ADEF88A5C76824096922757E995C2,SMA INDUSTRIES SDN BHD,"PLOT 3 ESTET PERINDUSTRIAN PENGKALAN II JALAN JOHAN 2/2, FASA II, JALAN PUSING, LAHAT 31500 PERAK",,05 - 3668706
sclr2828@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2221&sid=8F8E448A069E35A8D1909E2D466CD3C7,SYARIKAT CHUAN LEE RUBBER SDN BHD,"LOT 1405, MUKIM PEDAH 59 MILE, JALAN KUANTAN JERANTUT 27000 PAHANG",,09 - 2663522
intan@yellowlube.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13342&sid=763C8F0F6B3F5D12E41609530E31674A,YELLOW LUBE SDN BHD,"LOT 10, JALAN DAWAI 16/2 SECTION 16 SHAH ALAM 40200 SELANGOR",,03 - 55119511
sales@fujifastener.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74618&sid=A752C5A9DF3D6E99CC5C981089B50C7C,FUJI FASTENER MANUFACTURING SDN BHD,"7, JALAN REBENA 3 OFF JALAN SERULING 59 TAMAN KLANG JAYA 41200 SELANGOR",,03 - 33248015
sales@itwmeritex.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12876&sid=4045BE5B2812173009E8E5E57E2A24FA,ITW MERITEX SDN BHD,"57-1, PERSIARAN BAYAN INDAH BAYAN BAY, SG NIBONG  11900 PULAU PINANG",,04 - 6433311
enquiry@yesdynamic.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10612&sid=BE856460CF86786D0E57A24BE503C75D,YES DYNAMIC SDN BHD,"PLOT 182, JLN INDUSTRI 3/7 RAWANG INTEGRATED INDUSTRIAL PARK RAWANG 52100 SELANGOR",,03 - 60922163
sales@tztind.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8240&sid=6D203D87FC431D1067FE6C93F11878B8,TZT INDUSTRY (M) SDN BHD,"4360, JALAN HENG CHOON THIAN BUTTERWORTH  12000 PULAU PINANG",,04 - 5828997
lubrixon1978@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73102&sid=E431C963675C1B5005AD01D56870681F,LUBRIXON PETROLEUM (ASIA) SDN BHD,67-3 JALAN OP 1/2 PUSAT PERDAGANGAN ONE PUCHONG OFF JALAN PUCHONG 47160 SELANGOR,,03 - 40438883
sinms@po.jaring.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12419&sid=5A1A962BA3839F544238CE7527F7C36D,SIN MOH SENG AUTO PARTS SDN BHD,"K151,  JALAN KANTONMEN 4 1/2 MILE OFF JALAN IPOH 51200 KUALA LUMPUR",,03 - 62514472
enquiry@vanli.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36781&sid=A7592A69CAC9B7A287DA38E73459933A,VANLI AUTO SPARES SDN BHD,"LOT 1, JALAN 1/57A OFF 3 MILE JALAN IPOH 51200 KUALA LUMPUR",,03 - 40435166
vpsb2003@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6235&sid=3F3B09B9B7435D7CE9C6F7975E1508F9,VALIANT PRECISION SDN BHD,"LOT 2575, JALAN SERULING 59 KAW 3, TAMAN KLANG JAYA KLANG 41200 SELANGOR",,03 - 33248007
liza@puretekfilter.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12131&sid=06A36B6F01761749120F2660FAF3F174,PURIFICATION TECHNOLOGY (ASIA) SDN BHD,"36, JALAN TPP 5/2 TAMAN PERINDUSTRIAN PUCHONG SECTION 5, PUCHONG 47100 SELANGOR",,03 - 80616368
leonard@sianghin.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11979&sid=4156B8162B336D25C0D37067246DF54B,EMBUN PERSONA SDN BHD,"LOT.12. JALAN PERUSAHAAN 3, KAWASAN PERUSAHAAN BERANANG, BERANANG, 43700 SELANGOR",,03 - 87668822
bslauto@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66419&sid=B784C540C82BC0DE90E539A6B86DAC9A,B.S.L AUTO SPARES SDN BHD,472D BATU 3 JALAN IPOH 51200 KUALA LUMPUR,,03 - 40416602
niza@sym.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67013&sid=718CC388538B95C914D5591A1160892A,MALAYSIAN FORMULA BIKES SDN BHD,"1-2 , 2ND FLOOR JALAN OPERA F U2 / F TAMAN TTDI JAYA , SHAH ALAM 40150 SELANGOR",,03 - 78424850
cclai@proreka.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10130&sid=496F8C3D8918F1727A8BBC72CA20398D,PROREKA (M) SDN BHD,"17, JALAN INDUSTRI PBP 3 TAMAN INDUSTRI PUSAT BANDAR PUCHONG PUCHONG 47100 SELANGOR",,03 - 58822661
jinlumy@yahoo.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67001&sid=5A658CA3C17C2BAC73EACDB708D4D6E1,JINLU (M) SDN BHD,"LEVEL 10, MENARA PARK BLOCK D MEGAN AVENUE II, 12 JALAN YAP KWAN SENG 50450 KUALA LUMPUR",,03 - 23002752
hr@ideasparq.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67134&sid=8129A7D7E542D158E55F3388CE39FE58,IDEASPARQ ROBOTICS SDN BHD,"37-2, JALAN WANGSA DELIMA 2A SECTION 5 WANGSA MAJU 53300 KUALA LUMPUR",,03 - 41418039
ycwong@jebco.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67508&sid=B267B134C558A97615BC558094B276E3,JEBCO ENGINEERING SDN BHD,LOT 1569 JALAN KUSTA KAW PERINDUSTRIAN KAMPUNG JAYA SUNGAI BULOH 47000 SELANGOR,,03 - 61578282
yew_lh@dk-schweizer.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44205&sid=A9C37208B915392F186B2967FD819A1A,DK-SCHWEIZER LEATHER SDN BHD,"4,JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA PUCHONG 47100 SELANGOR",,03 - 80646600
pylim@jackspeed.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6422&sid=64537EA0304AFCF4050CF2B741C4FE48,JACKSPEED LEATHER SPECIAL MANUFACTURER (M) SDN BHD,"21, JALAN 20 TAMAN SRI KLUANG KLUANG 86000 JOHOR",,07 - 7721412
performance@pat.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67217&sid=78DC25B82D7568992852A05B3821F1AB,PERFORMANCE AUTO PARTS & TYRES SDN BHD,472B JALAN 1/57A OFF BATU 3 JALAN IPOH 51200 KUALA LUMPUR,,03 - 40438883
wendykhoo@newhoongfatt.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2379&sid=FF06ED1DA1AB055E576C924EDEA200CB,NJ MANUFACTURING INDUSTRIES SDN BHD,"LOT 5026 5 1/2 MILE, JALAN MERU KLANG 41050 SELANGOR",,03 - 33926818
ericyoong99@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61832&sid=415E4C9676703E7295B66FB27CADAA0C,MAGIC TOUCH SURFACE CHEMICALS SDN BHD,NO.9 JALAN BS 1 TAMAN BERTAM SETIA 76450 MELAKA,,06 - 3352505
sam@racingboy.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67900&sid=0DF9872FD46C09BE66645AB5850E239C,MENG KAH AUTO PARTS TRADING SDN BHD,51 JALAN UTAMA 2/7 TAMAN PERINDUSTRIAN PUCHONG UTAMA 47100 SELANGOR,,03 - 80607636
khkoh23@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10382&sid=803C40B76C637F733647EE92E396AF63,K.L OIL AND GAS INDUSTRIES SDN BHD,"1G, JALAN PANDAN 2/4 PANDAN JAYA  55100 KUALA LUMPUR",,03 - 92837028
export@beltongroup.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73800&sid=8064729C813C2131B84664FD3A521929,BELTON SDN BHD,LOT 10 SUNGAI SIPUT LIGHT INDUSTRIAL ESTATE 31100 PERAK,,05 - 5985242
zuhairil@astragrp.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64255&sid=9AD2D35D47F73CF424EA3D8496148C56,ASTRA SIMFONI SDN BHD,"31, JALAN UTARID U5/11 MAH SING INDUSTRIAL PARK SECTION U5, SHAH ALAM 40150 SELANGOR",,03 - 78430105
hpc@hipic.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69416&sid=D43706F00292827307F0679CE8C7834B,HIGH PERFORMANCE COATING SDN BHD,7 JALAN PASARAN 23/5 SECTION 23 SHAH ALAM 40300 SELANGOR,,03 - 55419955
admin@wahseng.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11518&sid=CA3019C8DBD6A9CD80FDFF81B5647BE6,WAH SENG INDUSTRY SDN BHD,"22, JALAN INDUSTRI BERINGIN JURU INDUSTRY PARK SEBERANG PRAI TENGAH 14100 PULAU PINANG",,04 - 5079982
sales@dj-auto.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4391&sid=5A508326843A59DA7DF17709A36701EC,FBK AUTOMOTIVE COMPONENTS (MALAYSIA) SDN BHD,"LOT 6, JALAN PERUSAHAAN SATU KAW PERUSAHAAN BERANANG BERANANG 43700 SELANGOR",,03 - 87667611
export2@wangsaga.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11185&sid=CDE293DEBB7A263DE61221AEF26C1D7F,WANGSAGA INDUSTRIES SDN BHD,"PLOT 159, MK 13 JALAN PERINDUSTRIAN BUKIT MINYAK 7 BUKIT MINYAK INDUSTRIAL PARK, BUKIT MERTAJAM 14000 PULAU PINANG",,04 - 5075808
info@turbocool.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46364&sid=97114E92A68BFD161EAEA75EBF55B7F8,TURBO COOL TRADING,"61 JALAN METRO PERDANA 8, KEPONG ENTREPRENEURS PARK  51200 KUALA LUMPUR",,019 - 4640552
admin@fmlacca.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31770&sid=A9FF252C2B55E77B42EED220CB72A8C7,FETTA PRECISION CASTING (M) SDN BHD,"7002-H, JALAN PBR 48 KAW PERINDUSTRIAN BKT RAMBAI  75260 MELAKA",,06 - 3518062
cocoind@cocoindustry.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11238&sid=FE7EEAF2137B68084F5FDFE3DCE61159,COCO INDUSTRY SDN BHD,"4823, PLOT 1484 MAK MANDIN INDUSTRIAL ESTATE BUTTERWORTH 13400 PULAU PINANG",,04 - 3233688
tendaitrading@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60792&sid=FC836C162418CBFB9AA5F48E18AB468A,TENDAI INDUSTRIES SDN BHD,4 JALAN BANANG 2 TAMAN JOHOR 81200 JOHOR,,07 - 2371888
ck.wong@micromy.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30765&sid=821AFF39E2DBE52268F108FA7697D241,FETTA MARKETING (M) SDN BHD,"NO 665-1, KAW PERINDUSTRIAN BKT RAMBAI  75260 MELAKA",,06 - 3517352
pcnamsb@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14693&sid=34ADF2858E038438FA8B5C014739746D,PERUSAHAAN CHUAN NAM SDN BHD,"14,16,18 & 20, JALAN MUTIARA EMAS 4/20 TAMAN MOUNT AUSTIN JOHOR BAHRU 81100 JOHOR",,07 - 3539199
th_tan@guppyplasticpg.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5450&sid=0E41355B64DA7C440070B99A80F63098,GUPPY PLASTIC INDUSTRIES SDN BHD,"PLOT 83, 1537, LORONG PERUSAHAAN UTAMA 3 KAWASAN PERUSAHAAN BUKIT TENGAH  14000 PULAU PINANG",,04 - 5032821
hr@afa-tech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7553&sid=1AB12CAE0240115BF6CF669C4CE1336A,AFA TECHNOLOGIES SDN BHD,PT1626 KAW PERINDUSTRIAN KRUBONG MUKIM KRUBONG 75250 MELAKA,,06 - 3363518
topline1@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14506&sid=A4463AAFE0BCF65091FA4A75EC66B5B4,TOPLINE AUTO INDUSTRY,"12,JALAN IKS M6 TAMAN IKS MERDEKA MELAKA 75350 MELAKA",,06 - 3361102
enweng@enwengineering.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4161&sid=0ABE85CD3C06E7521B11B20C0AECDD5B,E & W ENGINEERING SDN BHD,"114A, JALAN 2D KG BARU SUBANG 40150 SELANGOR",,03 - 78461434
apmmk@apm.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10738&sid=B7BAC855E76CBBBE5CF9CE6AB435D2C5,APM AUTO PARTS MARKETING SDN BHD,"LOT 1, JALAN RAJA LUMU PANDAMARAN INDUSTRIAL ESTATE PORT KLANG 42008 SELANGOR",,03 - 31618888
accounts@celtech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42801&sid=6F2A320EF7E5E44B63B5CFEB09F94D32,CELTECH SECURITY SDN BHD,"41, JALAN SP 2/1, SERDANG PERDANA SERI KEMBANGAN  43300 SELANGOR",,03 - 89481516
info@csyap.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10361&sid=33383C0B075FEA97F71DC640978DA20D,C.S.YAP ENGINEERING SDN BHD,"66, JALAN TSB 9 TAMAN INDUSTRI SG BULOH SG BULOH 47000 SELANGOR",,03 - 61578989
alan@dynaauto.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73273&sid=6541A3D9CB75A91DF1279D27E6D38935,DYNA AUTO MANUFACTURING SDN BHD,LOT 1928 JALAN BUKIT KEMUNING  42450 SELANGOR,,03 - 51225000
gswman@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35895&sid=FD7D3F06F6C28E4F369DF2E0F234F52F,GSW HOLDINGS SDN BHD,"BANGUNAN SINNIAH 84, JALAN PLUTO AY U5/AY BANDAR PINGGIRAN SUBANG, SHAH ALAM 40150 SELANGOR",,03 - 78455884
ctpesb@unifi.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11488&sid=4B8A04E4A1EC41CE104F5D600F753B4A,CONTINENTAL TOP PRODUCTS & ENGINEERING SDN BHD,"3, JALAN 7/3A KAW PERINDUSTRIAN SERI KEMBANGAN SERI KEMBANGAN 43300 SELANGOR",,03 - 89488867
kennytan@newbillion.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9954&sid=CDD240141F17729DB1BEFB4A1F621D04,NEWBILLION INDUSTRIES (M) SDN BHD,"LOT 4164, MK 14 PERMATANG TINGGI BKT MERTAJAM, P.W 14000 PULAU PINANG",,04 - 5886605
shameem.farouk@umw.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13648&sid=76767C9A1ACE9293DB0FDB093CDE6ADB,UMW HOLDINGS BERHAD,"10, JALAN UTAS 15/7 P.O. BOX 7052 SHAH ALAM 40915 SELANGOR",,03 - 51635000
pang@sapuraindustrial.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73743&sid=E5BB10FA44A1EBC63567CB3C561A3A18,INTERNATIONAL AUTOPARTS SDN BHD,"11, JALAN P/1, SECTION 13 KAWASAN PERINDUSTRIAN BANGI BANDAR BARU BANGI 43650 SELANGOR",,03 - 89273125
contact.basragreentech@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69711&sid=91665492AF67D620EF803F0ED7A2A7CD,BASRA GREENTECH SDN BHD,"43 GF JALAN 7/7C, SECTION 7 BANDAR BARU BANGI 43650 SELANGOR",,03 - 89275779
marketing@protec-corp.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13567&sid=AB30443711585E51E17617941F9672F0,PRO-TEC INDUSTRIES SDN BHD,"8, JALAN APOLLO U5/196 BANDAR PINGGIRAN SUBANG, SECTION U5 SHAH ALAM 40150 SELANGOR",,03 - 78458995
zoelfareez@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5604&sid=F9AA6E406F49C0BBFB7D56925FD8A104,SUTERA TEKNIK SDN BHD,"LOT 142,  JALAN 28/10A KAW  MIEL,  TAMAN PERINDUSTRIAN IKS MUKIM BATU,  BATU CAVES 68100 KUALA LUMPUR",,03 - 61881866
autoglowresources@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41580&sid=073FECBD814751F50B658E00DE08FE87,AUTOGLOW RESOURCES,"39, JALAN 2/15 PANDAN INDAH KUALA LUMPUR 55100 SELANGOR",,03 - 23822238
amyang@acute.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70174&sid=45658DBBCCD78FFF45D1D35CC00278F5,ACUTE DESIGN & TECHNOLOGY (M) SDN BHD,"32, JALAN TPP 1/10 TAMAN INDUSTRI PUCHONG PUCHONG 47160 SELANGOR",,03 - 87335280
objektiftetap@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70047&sid=E251DB4D27018691FD16D71E21046D23,OBJEKTIF TETAP (M) SDN BHD,"SUITE NO.307,3RD FLOOR,LOKE YEW BUILDING 4 JALAN MAHKAMAH PERSEKUTUAN 50050 KUALA LUMPUR,MALAYSIA 50050 KUALA LUMPUR",,03 - 26931727
info@maxsteelmetal.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11043&sid=56BCD982C1F61A24999DFD4E768520C2,MAXCOVER STEEL MARKETING SDN BHD,"1, JALAN PANDAMARAN JAYA KAWASAN PERUSAHAAN PANDAMARAN JAYA PORT KLANG 42000 SELANGOR",,03 - 31689133
ymm@yollink.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60469&sid=0DE85E956B541281C6858620484E2D70,YOLLINK METAL MACHINING SDN BHD,"14,LORONG IKS JURU 7 TAMAN PERINDUSTRIAN RINGAN JURU SIMPANG AMPAT 14100 PULAU PINANG",,04 - 5086476
jimmyng@kiahliong.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71610&sid=6AD848D59D89C5711A2261689192BC8D,TOTAL ABILITY SDN BHD,"986, JALAN PERUSAHAAN KAWASAN PERINDUSTRIAN MIEL PRAI 13600 PULAU PINANG",,04 - 3999154
rgbmarketingangeline@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71798&sid=18FCD34ECD79A21090168BC76F700F59,RGB MARKETING PLT,"4, JALAN TPK 1/4 TAMAN PERINDUSTRIAN KINRARA PUCHONG 47100 SELANGOR",,016 - 6813558
mrusdnbhd1@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72171&sid=58FB9F14B213AC20E45126D1D8779283,M.R.U. SDN BHD,"27, 29 & 31 JALAN DESA SERDANG 4 SERDANG LAMA, SERI KEMBANGAN 43300 SELANGOR",,03 - 89422288
otomax88@yahoo.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15079&sid=7C2EA5C8C7AACC86C282F8BC9199243C,OTO MAX MARKETING SDN BHD,"9 & 10, JALAN TIB 3/5 TAMAN INDUSTRI BOLTON BATU CAVES 68100 SELANGOR",,03 - 61868129
