restname,address,opening hours,contact
,,,
Hoo Kee Rice Dumpling,"Amoy Street Food Centre #01-18, Singapore","
Opening hours:
8:00AM to 12:00PM
Closed:
Sundays",62211155
,,,
Shanghai Zhu Cheong Fun,"Blk 335 Smith Street #02-174 Chinatown Food Centre, Singapore","
Opening hours:
6:00AM to 8:30PM",81957396
,,,
Outram Park Roasted Meat,"Blk 335 Smith Street Stall 13/14 Chinatown Food Centre, Singapore","
Opening hours:
11:00AM to 7:00PM
Closed:
Wednesdays",62244973
,,,
Hai Seng Ah Balling,"Stall 02-059 Chinatown Food Centre Blk 335 Smith Street, Singapore 050335","
Opening hours:
Tue to Wed: 12:00PM to 9:00PM
Thursday: 12:00PM to 6:00PM
Friday: 12:00PM to 9:00PM
Closed:
Mondays",
,,,
Jian Bo Shui Kueh,"Tiong Bahru Market #02-05, Singapore","
Opening hours:
6:30AM to 11:00PM",90223037
,,,
Lee Hong Kee,"Tiong Bahru Market Stall #02-60, #02-70 30 Seng Poh Road, Singapore 168898","
Opening hours:
9:00AM to 9:00PM
Closed:
Thursdays",64382117
,,,
Joo Heng Restaurant,"360, Joo Chiat Road, Singapore 427605","
Opening hours:
Lunch: 11:00AM to 2:00PM
Dinner: 5:00PM to 10:00PM
Closed:
Mondays",63451503
,,,
Sri Vijaya Restaurant,"229 Selegie Road, Singapore 188344","
Opening hours:
10:00AM to 10:00PM",63361748
,,,
Kim Choo's Kitchen,"109/111 East Coast Road (Opp Katong Mall), Singapore","
Opening hours:
(Not available)",67412125
,,,
Haron 30 Satay,"Stall No 55 Lagoon Food Village, Singapore 449876","
Opening hours:
Weekdays: 3:00PM to 11:00PM
Weekends: 12:00PM to 11:00PM",64410495
,,,
Kampong Rojak,"East Coast Lagoon Food Village, Singapore 449876","
Opening hours:
(Not available)",
,,,
Guan Hin Restaurant,"34 Bendemeer Road, Whampoa West, Singapore","
Opening hours:
(Not available)",62983179/62933274
,,,
Cheok Kee Duck Rice,"Laguna Food Village Stall 29 (Carpark side away from the beach), Singapore 449876","
Opening hours:
11:00AM to 10:00PM",64454222
,,,
Lagoon Chicken Curry Puff,"East Coast Lagoon Food Village, Singapore 449876","
Opening hours:
2:30PM to 11:00PM",
,,,
River South (Hoe Nam) Prawn Noodles,"31 Tai Thong Crescent (Facing Jackson Centre), Singapore 347859","
Opening hours:
6:30AM to 4:30PM
Closed:
Once a month on Mondays",62819293
,,,
Leng Heng BBQ Seafood & Claypot Deluxe,"East Coast Lagoon Village Stall No. 6 (Near the beach), Singapore 449876","
Opening hours:
3:30PM to 11:00PM
Closed:
Thursdays",64450513 Lao Ma
,,,
Han’s Bak Kut Teh,"Store 42, East Coast Lagoon Food Village (ECP side), Singapore 449876","
Opening hours:
(Not available)",
,,,
Iggy's Pte Ltd,"581 Orchard Rd, Singapore 238883","
Opening hours:
Mon to Fri: 12:00PM to 1:30PM
Mon to Sat: 7:00PM to 9:30PM
Closed:
Sundays",6732 2234
,,,
Frog Porridge,"Stall no. 24, Jackson Centre, Singapore","
Opening hours:
(Not available)",96879303
,,,
Bugis (Long House) Lim Kee Beef Noodle,"505 Beach Road #B1-121, Golden Mile Food Centre, Singapore 199583","
Opening hours:
11:00AM to 9:00PM",9069 4916
,,,
Chong Cheng Chilli Mee,"#01-59 Golden Mile Food Centre, Singapore 199583","
Opening hours:
8:00AM to 8:30PM
Closed:
Tuesdays",92761203 (Chris Yeo)
,,,
Golden Mile Special Yong Tau Foo,"B1-44 Golden Mile Food Centre, Singapore 199583","
Opening hours:
11:00AM to 2:30PM
Closed:
Sundays",6298 5908
,,,
Sha Tin Kitchen,"8 Lorong 10 Geylang, Singapore 399041","
Opening hours:
(Not available)",67472483
,,,
Ah Balling Peanut Soup,"505 Beach Road, Golden Mile Food Centre, #01-75, Singapore 199583","
Opening hours:
(Not available)",97605710
,,,
91 Fried Kway Teow,"505 Beach Road, Golden Mile Food Centre, #01-91, Singapore 199583","
Opening hours:
11:00AM to 9:00PM
Closed:
Mondays",98300965
,,,
Bayshore Delicious,"39 Macpherson Road, Jackson Centre Kopitiam Stall No. 6, Singapore 348468","
Opening hours:
(Not available)",63826790
,,,
Queenstown Poh Pia Stall,"Commonwealth Cresecent Food Centre, Singapore","
Opening hours:
10:00AM to 10:00PM",97816307
,,,
Miow Sin Popiah and Carrot Cake,"380 Jalan Besar, Lavender Food Square, #01-04, Singapore 209000","
Opening hours:
10:00AM to 12:00PM
Closed:
Alternate Wednesdays",62928764
,,,
PeraMakan,"92 Joo Chiat Road, Singapore 427386","
Opening hours:
Lunch: 11:30AM to 3:00PM
Dinner: 6:00PM to 10:00PM
Closed:
Sundays (open on Public Holidays)",63457565
,,,
Sin Kee Famous Chicken Rice,"Block 38, #01-02 Commonwealth Avenue, Singapore 149738","
Opening hours:
10:30AM to 9:00PM
Closed:
Mondays",64710355
,,,
Xu Jun Sheng Chao Zhou Mei Shi,"121 Joo Chiat Road, Singapore 427410","
Opening hours:
Mon to Sat: 11:00AM to 8:00PM
Sunday: 10:30AM to 3:00PM
Closed:
Wednesdays",98472946 / 90308600
,,,
Albert Street Hokkien Big Prawn Mee,"380, Jalan Besar, Lavender Food Square, #01-10 , Singapore 338758","
Opening hours:
10:00AM to 3:00PM
Closed:
Permanently closed",62951340
,,,
The Cookie Museum,"252 North Bridge Road, The Raffles City B1-49, Singapore 179103","
Opening hours:
11:00AM to 9:00AM",6749 7496
,,,
Special Shanghai Tim Sum,"Maxwell Road Food Centre #01-92, Singapore 199583","
Opening hours:
11:00AM to 8:00PM
Closed:
Mondays",96623501
,,,
Snack Shop,"Blk 248 Simei Street 5, #01-136, Singapore 520248","
Opening hours:
(Not available)",6786 3901
,,,
Zi Yean Restaurant,"Blk 56, Lengkok Bahru, #01-443, Singapore 150056","
Opening hours:
7:00AM to 4:00PM",64740911
,,,
Pau Stall in Ming Sheng Coffeeshop,"828 Tampines Street 81, Singapore 520828","
Opening hours:
9:00AM to 4:00PM",97523815
,,,
Pu Tien,"127 Kitchener Road, Singapore 208514","
Opening hours:
(Not available)",6295 6358
,,,
Hong Kong Tea House,"Katong Village #01-09/10, Singapore 428751","
Opening hours:
12:00AM to 12:00AM",63451932
,,,
Gu Zao Ren & Taiwan Porridge,"391, Changi Road (Beside Lor Melayu), Singapore 419840","
Opening hours:
Lunch: 11:00AM to 2:30PM
Dinner: 5:00PM to 11:30PM",68443302
,,,
Delectable Blessings,"146 Market Street #01-41Market Street Car Park (Diagonally opposite Lau Pa Sat and the shop is just opp Maybank), Singapore 048945","
Opening hours:
Mon to Fri: 8:00AM to 8:00PM
Sat: 8:00AM to 2:00PM
Closed:
Sundays and Public Holidays",6536 6739
,,,
Foo House Pub and Cafe,"6 Jln Pari Burong (near Bedok Fire Station), Suriname 488672","
Opening hours:
Lunch: 12:00PM to 3:00PM
Dinner: 6:00PM to 12:00AM
Closed:
Mondays",64453110
,,,
Kampong Chicken Eating House,"247 Outram Road (opp. Etonhouse Pre-School), Singapore 169047","
Opening hours:
(Not available)",62212522
,,,
Bao Today,"Marina Square #02-234-235 (Just outside Giant), Singapore 039594","
Opening hours:
(Not available)",63362237
,,,
Seng Kee Mushroom Minced Pork Noodles,"316 Changi Road, Singapore 419792","
Opening hours:
8:00AM to 4:30PM",6345 7561
,,,
Zsa Zsa’s Warung,"247 Jln Kayu, Singapore 799471","
Opening hours:
(Not available)",64824783
,,,
He Ji Noodle,"273 Jalan Kayu, Singapore 799501","
Opening hours:
8:30AM to 11:00PM",6853 5782
,,,
E.Blackboard,"Blk 18 Bedok South Road #01-87 , Singapore","
Opening hours:
12:00PM to 9:00PM
Closed:
Mondays",91776074 (Bryan Lim)
,,,
Peng Lai Ge,"456 Joo Chiat Road, Singapore 427669","
Opening hours:
11:00AM to 10:00PM",64781787
,,,
Boulevard Chicken Pie,"442 Joo Chiat Road, Singapore 427655","
Opening hours:
(Not available)",63452108
,,,
Zsa Zsa’s Warung,"247 Jln Kayu, Singapore 799471","
Opening hours:
(Not available)",64824783
,,,
Retro Dog Cafe,"3 Simei St 6, Eastpoint Mall #02-47, Singapore 528833","
Opening hours:
(Not available)",91835576
,,,
Astons Specialties,"119 East Coast Road (opp Katong Mall), Singapore 428806","
Opening hours:
(Not available)",91474627
,,,
Yee Cheong Yuen Noodle Restaurant,"31 Lorong Liput, Holland Village, Singapore 277742","
Opening hours:
(Not available)",6468 7737
,,,
Jin Long Seafood Restaurant,"Blk 412, Bedok North Ave 2, Singapore 460412","
Opening hours:
Lunch: 11:30AM to 2:30PM
Dinner: 5:30PM to 10:30PM",+65 6442 9398
,,,
Astons Specialities,"119 East Coast Road, Singapore","
Opening hours:
Tue to Thu: 12:00PM to 1:00PM
Fri to Sat: 12:00PM to 3:00PM
Closed:
Mondays",91474627
